Mode = area stim
        verts = 4 
        radius = 550 
        center = (800, 1280) 
        first_angle = 2.221520746207057 
        wm_size = [1600 2560] 
        stim_amp = 4 
        baseline_stim = 3
        current_stim_group = audio
        sense_zone = 0
        ===============================
2022-04-07 18:37:13.266506 False [   17762.591256] 0003 0036 00000263
2022-04-07 18:37:13.366619 False [   17762.696906] 0003 0035 000005c7
2022-04-07 18:37:13.375947 False [   17762.705103] 0003 0035 000005c5
2022-04-07 18:37:13.375947 False [   17762.705103] 0003 0036 00000264
2022-04-07 18:37:13.381816 False [   17762.713588] 0003 0035 000005c0
2022-04-07 18:37:13.392189 False [   17762.721802] 0003 0035 000005bb
2022-04-07 18:37:13.392189 False [   17762.721802] 0003 0036 00000266
2022-04-07 18:37:13.400715 False [   17762.730410] 0003 0035 000005b3
2022-04-07 18:37:13.400715 False [   17762.730410] 0003 0036 0000026a
2022-04-07 18:37:13.407253 False [   17762.738371] 0003 0035 000005ab
2022-04-07 18:37:13.407253 False [   17762.738371] 0003 0036 0000026d
2022-04-07 18:37:13.415791 False [   17762.747456] 0003 0035 000005a1
2022-04-07 18:37:13.415791 False [   17762.747456] 0003 0036 00000271
2022-04-07 18:37:13.424362 False [   17762.755026] 0003 0035 00000595
2022-04-07 18:37:13.424362 False [   17762.755026] 0003 0036 00000277
2022-04-07 18:37:13.432597 False [   17762.764580] 0003 0035 00000589
2022-04-07 18:37:13.433597 False [   17762.764580] 0003 0036 0000027e
2022-04-07 18:37:13.440465 False [   17762.771952] 0003 0035 0000057b
2022-04-07 18:37:13.440465 False [   17762.771952] 0003 0036 00000284
2022-04-07 18:37:13.448593 False [   17762.780471] 0003 0035 0000056d
2022-04-07 18:37:13.448593 False [   17762.780471] 0003 0036 0000028c
2022-04-07 18:37:13.457385 False [   17762.788520] 0003 0035 00000565
2022-04-07 18:37:13.457385 False [   17762.788520] 0003 0036 00000291
2022-04-07 18:37:13.466354 False [   17762.797908] 0003 0035 00000554
2022-04-07 18:37:13.466354 False [   17762.797908] 0003 0036 00000297
2022-04-07 18:37:13.473589 False [   17762.804910] 0003 0035 00000546
2022-04-07 18:37:13.473589 False [   17762.804910] 0003 0036 0000029e
2022-04-07 18:37:13.482178 False [   17762.813881] 0003 0035 00000537
2022-04-07 18:37:13.482178 False [   17762.813881] 0003 0036 000002a6
2022-04-07 18:37:13.490609 False [   17762.821526] 0003 0035 00000529
