Mode = area stim
    verts = 22 
    radius = 550 
    center = (600, 960) 
    first_angle = 2.7726106076863695 
    wm_size = [1200 1920] 
    stim_amp = 4 
    baseline_stim = 4
    current_stim_group = 0
    sense_zone = 0
    ===============================
2022-03-10 16:29:44.692615 False [   90907.505501] 0003 0035 00000109
2022-03-10 16:29:44.709747 False [   90907.521843] 0003 0035 00000109
2022-03-10 16:29:44.726536 False [   90907.538681] 0003 0035 00000109
2022-03-10 16:29:44.744539 False [   90907.555657] 0003 0035 00000109
2022-03-10 16:29:44.761095 False [   90907.572605] 0003 0035 00000109
2022-03-10 16:29:44.776137 False [   90907.589716] 0003 0035 00000109
2022-03-10 16:29:44.790317 False [   90907.606518] 0003 0035 00000109
2022-03-10 16:29:44.811958 False [   90907.623488] 0003 0035 00000109
2022-03-10 16:29:44.827418 False [   90907.640474] 0003 0035 00000109
2022-03-10 16:29:44.844337 False [   90907.657348] 0003 0035 00000109
2022-03-10 16:29:44.862895 False [   90907.674249] 0003 0035 00000109
2022-03-10 16:29:44.878646 False [   90907.691220] 0003 0035 00000109
2022-03-10 16:29:44.895601 False [   90907.708234] 0003 0035 00000109
2022-03-10 16:29:44.915059 False [   90907.725096] 0003 0035 00000109
2022-03-10 16:29:44.928522 False [   90907.742007] 0003 0035 00000109
2022-03-10 16:29:44.947244 False [   90907.758997] 0003 0035 00000109
2022-03-10 16:29:44.964470 False [   90907.775932] 0003 0035 00000109
2022-03-10 16:29:44.981141 False [   90907.792886] 0003 0035 00000109
2022-03-10 16:29:45.001739 False [   90907.809826] 0003 0035 00000109
2022-03-10 16:29:45.016188 False [   90907.826845] 0003 0035 00000109
2022-03-10 16:29:45.031467 False [   90907.843723] 0003 0035 00000109
2022-03-10 16:29:45.047953 False [   90907.860669] 0003 0035 00000109
2022-03-10 16:29:45.068723 False [   90907.877681] 0003 0035 00000109
2022-03-10 16:29:45.082499 False [   90907.894581] 0003 0035 00000109
2022-03-10 16:29:45.099414 False [   90907.911535] 0003 0035 0000010d
2022-03-10 16:29:45.119525 False [   90907.929042] 0003 0035 0000010d
2022-03-10 16:29:45.134153 False [   90907.945843] 0003 0035 00000111
2022-03-10 16:29:45.152334 False [   90907.962344] 0003 0035 00000111
2022-03-10 16:29:45.168657 False [   90907.979268] 0003 0035 00000111
2022-03-10 16:29:45.185073 False [   90907.996259] 0003 0035 00000115
2022-03-10 16:29:45.202235 False [   90908.013271] 0003 0035 00000115
2022-03-10 16:29:45.219023 False [   90908.030230] 0003 0035 00000119
2022-03-10 16:29:45.235613 False [   90908.047340] 0003 0035 00000119
2022-03-10 16:29:45.253763 False [   90908.064151] 0003 0035 0000011d
2022-03-10 16:29:45.267393 False [   90908.081014] 0003 0035 0000011d
2022-03-10 16:29:45.285071 False [   90908.098003] 0003 0035 00000122
2022-03-10 16:29:45.304963 False [   90908.115009] 0003 0035 00000122
2022-03-10 16:29:45.320360 False [   90908.132106] 0003 0035 00000126
2022-03-10 16:29:45.336397 False [   90908.148886] 0003 0035 00000126
2022-03-10 16:29:45.355612 False [   90908.165730] 0003 0035 00000126
2022-03-10 16:29:45.369636 False [   90908.182994] 0003 0035 0000012a
2022-03-10 16:29:45.385334 False [   90908.199660] 0003 0035 0000012a
2022-03-10 16:29:45.403621 False [   90908.216689] 0003 0035 0000012a
2022-03-10 16:29:45.421365 False [   90908.233588] 0003 0035 0000012e
2022-03-10 16:29:45.437973 False [   90908.250526] 0003 0035 0000012e
2022-03-10 16:29:45.455680 False [   90908.267451] 0003 0035 0000012e
2022-03-10 16:29:45.472442 False [   90908.284387] 0003 0035 0000012e
2022-03-10 16:29:45.490098 False [   90908.301505] 0003 0035 0000012e
2022-03-10 16:29:45.506540 False [   90908.318381] 0003 0035 0000012e
2022-03-10 16:29:45.523683 False [   90908.335251] 0003 0035 0000012e
2022-03-10 16:29:45.539201 False [   90908.352589] 0003 0035 0000012e
2022-03-10 16:29:45.560192 False [   90908.369111] 0003 0035 0000012e
2022-03-10 16:29:45.573006 False [   90908.386086] 0003 0035 0000012e
2022-03-10 16:29:45.590045 False [   90908.403027] 0003 0035 0000012e
2022-03-10 16:29:45.607144 False [   90908.420221] 0003 0035 0000012e
2022-03-10 16:29:45.623174 False [   90908.436946] 0003 0035 0000012e
2022-03-10 16:29:45.643903 False [   90908.453967] 0003 0035 0000012e
2022-03-10 16:29:45.661815 False [   90908.470756] 0003 0035 0000012e
2022-03-10 16:29:45.679692 False [   90908.487753] 0003 0035 0000012e
2022-03-10 16:29:45.692637 False [   90908.504758] 0003 0035 0000012e
2022-03-10 16:29:45.710683 False [   90908.521677] 0003 0035 0000012e
2022-03-10 16:29:45.727848 False [   90908.538617] 0003 0035 0000012e
2022-03-10 16:29:45.746950 False [   90908.555753] 0003 0035 0000012e
2022-03-10 16:29:45.764379 False [   90908.572529] 0003 0035 00000133
2022-03-10 16:29:45.777112 False [   90908.589431] 0003 0035 00000137
2022-03-10 16:29:45.795532 False [   90908.606480] 0003 0035 0000013c
2022-03-10 16:29:45.812121 False [   90908.623468] 0003 0035 00000144
2022-03-10 16:29:45.830779 False [   90908.640419] 0003 0035 0000014d
2022-03-10 16:29:45.844217 False [   90908.657372] 0003 0035 00000158
2022-03-10 16:29:45.868690 False [   90908.674092] 0003 0035 00000163
2022-03-10 16:29:46.187270 False [   90908.996142] 0003 0035 00000153
2022-03-10 16:29:46.201354 False [   90909.013118] 0003 0035 00000153
2022-03-10 16:29:46.217934 False [   90909.030517] 0003 0035 00000153
2022-03-10 16:29:46.235638 False [   90909.047123] 0003 0035 00000153
2022-03-10 16:29:46.251584 False [   90909.064124] 0003 0035 00000157
2022-03-10 16:29:46.268696 False [   90909.080887] 0003 0035 0000015d
2022-03-10 16:29:46.284078 False [   90909.097850] 0003 0035 00000164
2022-03-10 16:29:46.302365 False [   90909.114871] 0003 0035 0000016c
2022-03-10 16:29:46.320066 False [   90909.131846] 0003 0035 00000174
2022-03-10 16:29:46.337445 False [   90909.148934] 0003 0035 0000017c
2022-03-10 16:29:46.355476 False [   90909.165724] 0003 0035 00000182
2022-03-10 16:29:46.372222 False [   90909.183035] 0003 0035 00000188
2022-03-10 16:29:46.387179 False [   90909.199585] 0003 0035 0000018f
2022-03-10 16:29:46.406133 False [   90909.216505] 0003 0035 00000195
2022-03-10 16:29:46.422064 False [   90909.233604] 0003 0035 0000019c
2022-03-10 16:29:46.439094 False [   90909.250508] 0003 0035 000001a6
2022-03-10 16:29:46.456943 False [   90909.267630] 0003 0035 000001b0
2022-03-10 16:29:46.473604 False [   90909.284256] 0003 0035 000001b8
2022-03-10 16:29:46.488593 False [   90909.301120] 0003 0035 000001bf
2022-03-10 16:29:47.067969 False [   90909.878252] 0003 0035 00000148
2022-03-10 16:29:47.084502 False [   90909.894399] 0003 0035 00000148
2022-03-10 16:29:47.099407 False [   90909.911237] 0003 0035 00000148
2022-03-10 16:29:47.116086 False [   90909.928264] 0003 0035 00000148
2022-03-10 16:29:47.131741 False [   90909.945204] 0003 0035 00000148
2022-03-10 16:29:47.151581 False [   90909.962031] 0003 0035 00000150
2022-03-10 16:29:47.168567 False [   90909.979178] 0003 0035 0000015a
2022-03-10 16:29:47.185801 False [   90909.995988] 0003 0035 00000164
2022-03-10 16:29:47.199279 False [   90910.012916] 0003 0035 0000016e
2022-03-10 16:29:47.218166 False [   90910.030348] 0003 0035 00000177
2022-03-10 16:29:47.232479 False [   90910.046895] 0003 0035 0000017f
2022-03-10 16:29:47.252316 False [   90910.063754] 0003 0035 00000186
2022-03-10 16:29:47.267439 False [   90910.080723] 0003 0035 0000018c
2022-03-10 16:29:47.289017 False [   90910.097670] 0003 0035 00000192
2022-03-10 16:29:47.302509 False [   90910.114596] 0003 0035 00000197
2022-03-10 16:29:47.318462 False [   90910.131520] 0003 0035 0000019b
2022-03-10 16:29:47.336629 False [   90910.148557] 0003 0035 0000019b
2022-03-10 16:29:47.356597 False [   90910.165497] 0003 0035 0000019b
2022-03-10 16:29:47.371117 False [   90910.182198] 0003 0035 0000019b
2022-03-10 16:29:52.120402 False [   90914.929648] 0003 0035 00000140
2022-03-10 16:29:52.136887 False [   90914.944792] 0003 0035 00000140
2022-03-10 16:29:52.148424 False [   90914.962168] 0003 0035 00000140
2022-03-10 16:29:52.168547 False [   90914.979194] 0003 0035 00000140
2022-03-10 16:29:52.184570 False [   90914.995653] 0003 0035 00000140
2022-03-10 16:29:52.201306 False [   90915.012587] 0003 0035 00000140
2022-03-10 16:29:52.217079 False [   90915.029621] 0003 0035 00000140
2022-03-10 16:29:52.233417 False [   90915.046444] 0003 0035 00000140
2022-03-10 16:29:52.248875 False [   90915.063423] 0003 0035 00000140
2022-03-10 16:29:52.267167 False [   90915.080497] 0003 0035 00000140
2022-03-10 16:29:52.288120 False [   90915.098101] 0003 0035 00000140
2022-03-10 16:29:52.302709 False [   90915.114283] 0003 0035 00000140
2022-03-10 16:29:52.319696 False [   90915.131254] 0003 0035 00000140
2022-03-10 16:29:52.338160 False [   90915.148167] 0003 0035 00000140
2022-03-10 16:29:52.351743 False [   90915.165117] 0003 0035 00000143
2022-03-10 16:29:52.370094 False [   90915.182148] 0003 0035 00000146
2022-03-10 16:29:52.387247 False [   90915.199239] 0003 0035 00000149
