Mode = area stim
    verts = 5 
    radius = 550 
    center = (800, 1280) 
    first_angle = 2.678754365697213 
    wm_size = [1600 2560] 
    stim_amp = 2 
    baseline_stim = 2
    current_stim_group = 0
    sense_zone = 0
    ===============================
2022-04-02 16:39:42.329901 False [  155105.538163] 0003 0035 00000407
2022-04-02 16:39:42.338683 False [  155105.546495] 0003 0036 00000268
2022-04-02 16:39:42.374266 False [  155105.580124] 0003 0036 00000269
2022-04-02 16:39:42.406293 False [  155105.613144] 0003 0035 00000406
2022-04-02 16:39:42.406293 False [  155105.613144] 0003 0036 0000026a
2022-04-02 16:39:42.438667 False [  155105.646087] 0003 0035 00000405
2022-04-02 16:39:42.473903 False [  155105.679787] 0003 0035 00000404
2022-04-02 16:39:42.531916 False [  155105.737947] 0003 0035 00000403
2022-04-02 16:39:42.563115 False [  155105.771002] 0003 0035 00000402
2022-04-02 16:39:42.596907 False [  155105.804629] 0003 0035 00000401
2022-04-02 16:39:42.664906 False [  155105.871129] 0003 0035 00000400
2022-04-02 16:39:42.698022 False [  155105.904437] 0003 0035 000003ff
2022-04-02 16:39:42.729970 False [  155105.937561] 0003 0035 000003fe
2022-04-02 16:39:42.762928 False [  155105.970347] 0003 0035 000003fd
2022-04-02 16:39:42.847270 False [  155106.054724] 0003 0035 000003fc
2022-04-02 16:39:42.879499 False [  155106.087029] 0003 0035 000003fb
2022-04-02 16:39:42.912949 False [  155106.120074] 0003 0035 000003fa
2022-04-02 16:39:43.030064 False [  155106.237338] 0003 0035 000003f9
2022-04-02 16:39:43.203365 False [  155106.410757] 0003 0035 000003f8
2022-04-02 16:39:43.235902 False [  155106.444042] 0003 0035 000003f7
2022-04-02 16:39:43.261989 False [  155106.469464] 0003 0036 00000269
2022-04-02 16:39:43.268995 False [  155106.477237] 0003 0035 000003f6
2022-04-02 16:39:43.627996 False [  155106.835272] 0003 0036 00000268
2022-04-02 16:39:43.684662 False [  155106.892864] 0003 0036 00000267
2022-04-02 16:39:43.726539 False [  155106.934512] 0003 0035 000003f5
2022-04-02 16:39:43.726539 False [  155106.934512] 0003 0036 00000266
2022-04-02 16:39:43.759062 False [  155106.967557] 0003 0035 000003f4
2022-04-02 16:39:43.793093 False [  155107.001278] 0003 0035 000003f3
2022-04-02 16:39:43.826293 False [  155107.034224] 0003 0035 000003f2
2022-04-02 16:39:43.944579 False [  155107.151845] 0003 0035 000003f1
2022-04-02 16:39:44.343026 False [  155107.549290] 0003 0036 00000267
2022-04-02 16:39:44.358638 False [  155107.565946] 0003 0036 00000268
2022-04-02 16:39:44.374329 False [  155107.582506] 0003 0036 00000269
2022-04-02 16:39:44.383190 False [  155107.590868] 0003 0035 000003f0
2022-04-02 16:39:44.383190 False [  155107.590868] 0003 0036 0000026a
2022-04-02 16:39:44.392132 False [  155107.599864] 0003 0036 0000026b
2022-04-02 16:39:44.399498 False [  155107.607267] 0003 0035 000003ef
2022-04-02 16:39:44.399498 False [  155107.607267] 0003 0036 0000026d
2022-04-02 16:39:44.408013 False [  155107.615736] 0003 0036 0000026e
2022-04-02 16:39:44.416151 False [  155107.623994] 0003 0035 000003ee
2022-04-02 16:39:44.416151 False [  155107.623994] 0003 0036 0000026f
2022-04-02 16:39:44.426112 False [  155107.633186] 0003 0035 000003ec
2022-04-02 16:39:44.426112 False [  155107.633186] 0003 0036 00000271
2022-04-02 16:39:44.432646 False [  155107.640676] 0003 0035 000003eb
2022-04-02 16:39:44.432646 False [  155107.640676] 0003 0036 00000273
2022-04-02 16:39:44.441719 False [  155107.649401] 0003 0035 000003e9
2022-04-02 16:39:44.441719 False [  155107.649401] 0003 0036 00000275
2022-04-02 16:39:44.450316 False [  155107.657193] 0003 0035 000003e7
2022-04-02 16:39:44.450316 False [  155107.657193] 0003 0036 00000278
2022-04-02 16:39:44.458325 False [  155107.665799] 0003 0035 000003e4
2022-04-02 16:39:44.458325 False [  155107.665799] 0003 0036 0000027b
