Mode = area stim
    verts = 5 
    radius = 550 
    center = (600, 960) 
    first_angle = 2.151432695729367 
    wm_size = [1200 1920] 
    stim_amp = 6 
    baseline_stim = 4
    current_stim_group = audio
    sense_zone = 0
    ===============================
2022-03-16 15:13:55.282969 False [   18612.372335] 0003 0036 00000259
2022-03-16 15:13:55.873348 False [   18612.963909] 0003 0036 000000b1
2022-03-16 15:13:55.889808 False [   18612.980997] 0003 0035 00000423
2022-03-16 15:13:55.889808 False [   18612.980997] 0003 0036 00000245
2022-03-16 15:13:55.906349 False [   18612.997305] 0003 0035 00000423
2022-03-16 15:13:55.906349 False [   18612.997305] 0003 0036 00000245
2022-03-16 15:13:55.906349 False [   18612.997305] 0003 0035 00000422
2022-03-16 15:13:55.906349 True [   18612.997305] 0003 0036 000001bd
2022-03-16 15:13:55.923576 True [   18613.014848] 0003 0035 00000423
2022-03-16 15:13:55.923576 True [   18613.014848] 0003 0035 00000422
2022-03-16 15:13:55.923576 True [   18613.014848] 0003 0036 0000015b
2022-03-16 15:13:55.940631 True [   18613.031653] 0003 0035 00000423
2022-03-16 15:13:55.940631 False [   18613.031653] 0003 0036 00000245
2022-03-16 15:13:55.958302 False [   18613.047955] 0003 0035 00000423
2022-03-16 15:13:55.958302 False [   18613.047955] 0003 0036 00000245
2022-03-16 15:13:55.974516 False [   18613.065249] 0003 0035 0000041e
2022-03-16 15:13:55.974516 False [   18613.065249] 0003 0036 00000247
2022-03-16 15:13:55.993553 False [   18613.082484] 0003 0035 00000417
2022-03-16 15:13:55.993553 False [   18613.082484] 0003 0036 00000249
2022-03-16 15:13:56.009509 False [   18613.098726] 0003 0035 0000040c
2022-03-16 15:13:56.009509 False [   18613.098726] 0003 0036 00000249
2022-03-16 15:13:56.026244 False [   18613.115705] 0003 0035 00000400
2022-03-16 15:13:56.026244 False [   18613.115705] 0003 0036 0000024b
2022-03-16 15:13:56.042601 False [   18613.132559] 0003 0035 000003f5
2022-03-16 15:13:56.042601 False [   18613.132559] 0003 0036 0000024b
2022-03-16 15:13:56.059825 False [   18613.149664] 0003 0035 000003ea
2022-03-16 15:13:56.059825 False [   18613.149664] 0003 0036 0000024b
2022-03-16 15:13:56.076868 False [   18613.166751] 0003 0035 000003e0
2022-03-16 15:13:56.076868 False [   18613.166751] 0003 0036 0000024b
2022-03-16 15:13:56.077863 False [   18613.166751] 0003 0035 000003c9
2022-03-16 15:13:56.077863 True [   18613.166751] 0003 0036 0000010f
2022-03-16 15:13:56.093905 True [   18613.183338] 0003 0035 000003d6
2022-03-16 15:13:56.093905 True [   18613.183338] 0003 0035 000003c9
2022-03-16 15:13:56.093905 False [   18613.183338] 0003 0036 000000c9
2022-03-16 15:13:56.110852 False [   18613.200631] 0003 0035 000003ca
2022-03-16 15:13:56.110852 False [   18613.200631] 0003 0036 0000024f
2022-03-16 15:13:56.127116 False [   18613.217758] 0003 0035 000003ba
2022-03-16 15:13:56.127116 False [   18613.217758] 0003 0036 0000024f
2022-03-16 15:13:56.143625 False [   18613.234428] 0003 0035 000003a9
2022-03-16 15:13:56.143625 False [   18613.234428] 0003 0036 00000251
2022-03-16 15:13:56.161227 False [   18613.251440] 0003 0035 0000039a
2022-03-16 15:13:56.161227 False [   18613.251440] 0003 0036 00000253
2022-03-16 15:13:56.177181 False [   18613.268411] 0003 0035 0000038e
2022-03-16 15:13:56.177181 False [   18613.268411] 0003 0036 00000255
2022-03-16 15:13:56.194683 False [   18613.285876] 0003 0035 00000385
2022-03-16 15:13:56.194683 False [   18613.285876] 0003 0036 00000255
2022-03-16 15:13:56.212264 False [   18613.302897] 0003 0035 0000037d
2022-03-16 15:13:56.212264 False [   18613.302897] 0003 0036 00000255
2022-03-16 15:13:56.228065 False [   18613.319140] 0003 0035 00000377
2022-03-16 15:13:56.228065 False [   18613.319140] 0003 0036 00000257
2022-03-16 15:13:56.244674 False [   18613.336386] 0003 0035 00000373
2022-03-16 15:13:56.244674 False [   18613.336386] 0003 0036 00000257
2022-03-16 15:13:56.261451 False [   18613.353057] 0003 0035 0000036f
2022-03-16 15:13:56.261451 False [   18613.353057] 0003 0036 00000257
2022-03-16 15:13:56.281717 False [   18613.370372] 0003 0035 0000036f
2022-03-16 15:13:56.281717 False [   18613.370372] 0003 0036 00000257
2022-03-16 15:13:56.295674 False [   18613.386961] 0003 0035 0000036f
2022-03-16 15:13:56.295674 False [   18613.386961] 0003 0036 00000257
2022-03-16 15:13:56.314153 False [   18613.403916] 0003 0035 0000036f
2022-03-16 15:13:56.314153 False [   18613.403916] 0003 0036 00000257
2022-03-16 15:13:56.330110 False [   18613.420834] 0003 0035 0000036b
2022-03-16 15:13:56.330110 False [   18613.420834] 0003 0036 00000257
2022-03-16 15:13:56.346889 False [   18613.437874] 0003 0035 0000036b
2022-03-16 15:13:56.346889 False [   18613.437874] 0003 0036 00000257
2022-03-16 15:13:56.363666 False [   18613.454631] 0003 0035 0000036b
2022-03-16 15:13:56.363666 False [   18613.454631] 0003 0036 00000257
2022-03-16 15:13:56.381842 False [   18613.471874] 0003 0035 0000036b
2022-03-16 15:13:56.382869 False [   18613.471874] 0003 0036 00000257
2022-03-16 15:13:56.397800 False [   18613.489258] 0003 0035 0000036b
2022-03-16 15:13:56.397800 False [   18613.489258] 0003 0036 00000257
2022-03-16 15:13:56.416298 False [   18613.506233] 0003 0035 0000036b
2022-03-16 15:13:56.416298 False [   18613.506233] 0003 0036 00000257
2022-03-16 15:13:56.431315 False [   18613.522161] 0003 0035 0000036b
2022-03-16 15:13:56.431315 False [   18613.522161] 0003 0036 00000257
2022-03-16 15:13:56.447751 False [   18613.539039] 0003 0035 0000036b
2022-03-16 15:13:56.447751 False [   18613.539039] 0003 0036 00000257
2022-03-16 15:13:56.464762 False [   18613.556078] 0003 0035 0000036b
2022-03-16 15:13:56.464762 False [   18613.556078] 0003 0036 00000257
2022-03-16 15:13:56.482348 False [   18613.573105] 0003 0035 0000036b
2022-03-16 15:13:56.482348 False [   18613.573105] 0003 0036 00000257
2022-03-16 15:13:56.500154 False [   18613.590669] 0003 0035 0000036b
2022-03-16 15:13:56.500154 False [   18613.590669] 0003 0036 00000257
2022-03-16 15:13:56.518929 False [   18613.607917] 0003 0035 0000036b
2022-03-16 15:13:56.518929 False [   18613.607917] 0003 0036 00000257
2022-03-16 15:13:56.518929 False [   18613.607917] 0003 0035 00000366
2022-03-16 15:13:56.518929 True [   18613.607917] 0003 0036 00000130
2022-03-16 15:13:56.533886 True [   18613.623952] 0003 0035 0000036b
2022-03-16 15:13:56.533886 True [   18613.623952] 0003 0035 00000366
2022-03-16 15:13:56.533886 False [   18613.623952] 0003 0036 000000e4
2022-03-16 15:13:56.550101 False [   18613.641589] 0003 0035 0000036b
2022-03-16 15:13:56.550101 False [   18613.641589] 0003 0036 00000257
2022-03-16 15:13:56.569484 False [   18613.658327] 0003 0035 0000036b
2022-03-16 15:13:56.569484 False [   18613.658327] 0003 0036 00000257
2022-03-16 15:13:56.584206 False [   18613.674947] 0003 0035 0000036b
2022-03-16 15:13:56.584206 False [   18613.674947] 0003 0036 00000257
2022-03-16 15:13:56.602063 False [   18613.692243] 0003 0035 0000036b
2022-03-16 15:13:56.602063 False [   18613.692243] 0003 0036 00000257
2022-03-16 15:13:56.617053 False [   18613.708744] 0003 0035 0000036b
2022-03-16 15:13:56.617053 False [   18613.708744] 0003 0036 00000257
2022-03-16 15:13:56.636117 False [   18613.727682] 0003 0035 0000036b
2022-03-16 15:13:56.636117 False [   18613.727682] 0003 0036 00000257
2022-03-16 15:13:56.636117 False [   18613.727682] 0003 0035 00000369
2022-03-16 15:13:56.636117 False [   18613.727682] 0003 0036 00000264
2022-03-16 15:13:56.652045 False [   18613.742733] 0003 0035 0000036b
2022-03-16 15:13:56.652045 False [   18613.742733] 0003 0036 00000257
2022-03-16 15:13:56.652045 False [   18613.742733] 0003 0035 00000369
2022-03-16 15:13:56.653042 True [   18613.742733] 0003 0036 0000020f
2022-03-16 15:13:56.667881 True [   18613.759225] 0003 0035 0000036b
2022-03-16 15:13:56.668921 True [   18613.759225] 0003 0035 00000369
2022-03-16 15:13:56.668921 True [   18613.759225] 0003 0036 0000017e
2022-03-16 15:13:56.686031 True [   18613.776225] 0003 0035 0000036b
2022-03-16 15:13:56.686031 False [   18613.776225] 0003 0036 00000257
2022-03-16 15:13:56.702028 False [   18613.793517] 0003 0035 0000036b
2022-03-16 15:13:56.702028 False [   18613.793517] 0003 0036 00000257
2022-03-16 15:13:57.889681 False [   18614.980327] 0003 0035 000002d3
2022-03-16 15:13:57.889681 False [   18614.980327] 0003 0036 0000028c
2022-03-16 15:13:57.905080 False [   18614.996331] 0003 0035 000002d3
2022-03-16 15:13:57.905080 False [   18614.996331] 0003 0036 0000028c
2022-03-16 15:13:57.921929 False [   18615.013095] 0003 0035 000002d3
2022-03-16 15:13:57.921929 False [   18615.013095] 0003 0036 0000028c
2022-03-16 15:13:57.940868 False [   18615.030543] 0003 0035 000002d3
2022-03-16 15:13:57.940868 False [   18615.030543] 0003 0036 0000028c
2022-03-16 15:13:57.955892 False [   18615.046414] 0003 0035 000002d3
2022-03-16 15:13:57.955892 False [   18615.046414] 0003 0036 00000287
2022-03-16 15:13:57.973493 False [   18615.063235] 0003 0035 000002da
2022-03-16 15:13:57.973493 False [   18615.063235] 0003 0036 0000027f
2022-03-16 15:13:57.990452 False [   18615.081083] 0003 0035 000002e5
2022-03-16 15:13:57.990452 False [   18615.081083] 0003 0036 00000274
2022-03-16 15:13:58.006643 False [   18615.097391] 0003 0035 000002ef
2022-03-16 15:13:58.006643 False [   18615.097391] 0003 0036 00000268
2022-03-16 15:13:58.025867 False [   18615.114267] 0003 0035 000002f8
2022-03-16 15:13:58.025867 False [   18615.114267] 0003 0036 0000025c
2022-03-16 15:13:58.041849 False [   18615.131363] 0003 0035 000002ff
2022-03-16 15:13:58.041849 False [   18615.131363] 0003 0036 0000024e
2022-03-16 15:13:58.057307 False [   18615.148066] 0003 0035 00000306
2022-03-16 15:13:58.057307 True [   18615.148066] 0003 0036 0000023e
2022-03-16 15:13:58.074273 True [   18615.165618] 0003 0035 0000030d
2022-03-16 15:13:58.075244 True [   18615.165618] 0003 0036 0000022d
2022-03-16 15:13:58.094070 True [   18615.183136] 0003 0035 00000314
2022-03-16 15:13:58.094070 True [   18615.183136] 0003 0036 0000021d
2022-03-16 15:13:58.107227 True [   18615.198778] 0003 0035 00000319
2022-03-16 15:13:58.107227 True [   18615.198778] 0003 0036 0000020e
2022-03-16 15:13:58.125148 True [   18615.215702] 0003 0035 0000031e
2022-03-16 15:13:58.125148 True [   18615.215702] 0003 0036 00000201
2022-03-16 15:13:58.141112 True [   18615.232697] 0003 0035 00000324
2022-03-16 15:13:58.141112 True [   18615.232697] 0003 0036 000001f6
2022-03-16 15:13:58.159087 True [   18615.249882] 0003 0035 0000032b
2022-03-16 15:13:58.159087 True [   18615.249882] 0003 0036 000001ec
2022-03-16 15:13:58.159087 True [   18615.249882] 0003 0035 00000315
2022-03-16 15:13:58.160068 False [   18615.249882] 0003 0036 00000093
2022-03-16 15:13:58.176263 False [   18615.266743] 0003 0035 00000332
2022-03-16 15:13:58.176263 False [   18615.266743] 0003 0035 00000313
2022-03-16 15:13:58.176263 False [   18615.266743] 0003 0036 00000061
2022-03-16 15:13:58.196455 False [   18615.285031] 0003 0035 00000339
2022-03-16 15:13:58.196455 True [   18615.285031] 0003 0036 000001da
2022-03-16 15:13:58.208923 True [   18615.300512] 0003 0035 0000033e
2022-03-16 15:13:58.209901 True [   18615.300512] 0003 0036 000001d3
2022-03-16 15:13:58.227957 True [   18615.317457] 0003 0035 00000342
2022-03-16 15:13:58.227957 True [   18615.317457] 0003 0036 000001cd
2022-03-16 15:13:58.243881 True [   18615.334549] 0003 0035 00000344
2022-03-16 15:13:58.243881 True [   18615.334549] 0003 0036 000001c7
2022-03-16 15:13:58.260122 True [   18615.351470] 0003 0035 00000344
2022-03-16 15:13:58.260122 True [   18615.351470] 0003 0036 000001c1
2022-03-16 15:13:58.276246 True [   18615.368312] 0003 0035 00000346
2022-03-16 15:13:58.277250 True [   18615.368312] 0003 0036 000001bb
2022-03-16 15:13:58.294253 True [   18615.385339] 0003 0035 00000348
2022-03-16 15:13:58.294253 True [   18615.385339] 0003 0036 000001b5
2022-03-16 15:13:58.312170 True [   18615.402441] 0003 0035 00000348
2022-03-16 15:13:58.312170 True [   18615.402441] 0003 0036 000001b0
2022-03-16 15:13:58.327959 True [   18615.418893] 0003 0035 00000348
2022-03-16 15:13:58.327959 True [   18615.418893] 0003 0036 000001ac
2022-03-16 15:13:58.346056 True [   18615.435792] 0003 0035 00000348
2022-03-16 15:13:58.346056 True [   18615.435792] 0003 0036 000001ac
2022-03-16 15:13:58.363011 True [   18615.452851] 0003 0035 00000348
2022-03-16 15:13:58.363011 True [   18615.452851] 0003 0036 000001ac
2022-03-16 15:13:58.380015 True [   18615.470195] 0003 0035 00000348
2022-03-16 15:13:58.380015 True [   18615.470195] 0003 0036 000001ac
2022-03-16 15:13:58.956345 True [   18616.047817] 0003 0035 00000311
2022-03-16 15:13:58.956345 False [   18616.047817] 0003 0036 000002b2
2022-03-16 15:13:58.971777 False [   18616.062802] 0003 0035 00000311
2022-03-16 15:13:58.971777 False [   18616.062802] 0003 0036 000002b2
2022-03-16 15:13:58.990930 False [   18616.079900] 0003 0035 00000311
2022-03-16 15:13:58.990930 False [   18616.079900] 0003 0036 000002b2
2022-03-16 15:13:59.008243 False [   18616.097331] 0003 0035 00000311
2022-03-16 15:13:59.008243 False [   18616.097331] 0003 0036 000002b2
2022-03-16 15:13:59.023785 False [   18616.113757] 0003 0035 00000311
2022-03-16 15:13:59.023785 False [   18616.113757] 0003 0036 000002b2
2022-03-16 15:13:59.039750 False [   18616.130550] 0003 0035 00000311
2022-03-16 15:13:59.039750 False [   18616.130550] 0003 0036 000002b2
2022-03-16 15:13:59.056176 False [   18616.147302] 0003 0035 00000311
2022-03-16 15:13:59.056176 False [   18616.147302] 0003 0036 000002b2
2022-03-16 15:13:59.075818 False [   18616.164339] 0003 0035 00000311
2022-03-16 15:13:59.075818 False [   18616.164339] 0003 0036 000002ae
2022-03-16 15:13:59.107136 False [   18616.198351] 0003 0035 00000311
2022-03-16 15:13:59.107136 False [   18616.198351] 0003 0036 000002a9
2022-03-16 15:13:59.125033 False [   18616.215416] 0003 0035 00000311
2022-03-16 15:13:59.125033 False [   18616.215416] 0003 0036 000002a4
2022-03-16 15:13:59.142719 False [   18616.232104] 0003 0035 00000311
2022-03-16 15:13:59.142719 False [   18616.232104] 0003 0036 0000029d
2022-03-16 15:13:59.158676 False [   18616.249275] 0003 0035 00000311
2022-03-16 15:13:59.158676 False [   18616.249275] 0003 0036 0000028b
2022-03-16 15:13:59.175213 False [   18616.265928] 0003 0035 00000318
2022-03-16 15:13:59.175213 False [   18616.265928] 0003 0036 00000267
2022-03-16 15:13:59.192166 False [   18616.282904] 0003 0035 00000315
2022-03-16 15:13:59.192166 False [   18616.282904] 0003 0036 0000027b
2022-03-16 15:13:59.208617 False [   18616.299914] 0003 0035 00000315
2022-03-16 15:13:59.208617 False [   18616.299914] 0003 0036 0000027b
2022-03-16 15:13:59.226551 False [   18616.316856] 0003 0035 00000315
2022-03-16 15:13:59.226551 False [   18616.316856] 0003 0036 00000277
2022-03-16 15:13:59.242766 False [   18616.333992] 0003 0035 00000315
2022-03-16 15:13:59.242766 False [   18616.333992] 0003 0036 00000272
2022-03-16 15:13:59.260369 False [   18616.350616] 0003 0035 00000315
2022-03-16 15:13:59.260369 False [   18616.350616] 0003 0036 0000026d
2022-03-16 15:13:59.276201 False [   18616.367691] 0003 0035 00000317
2022-03-16 15:13:59.276201 False [   18616.367691] 0003 0036 00000269
2022-03-16 15:13:59.297380 False [   18616.385155] 0003 0035 00000319
2022-03-16 15:13:59.297380 False [   18616.385155] 0003 0036 00000265
2022-03-16 15:13:59.311902 False [   18616.401417] 0003 0035 00000319
2022-03-16 15:13:59.311902 False [   18616.401417] 0003 0036 0000025f
2022-03-16 15:13:59.328090 False [   18616.418382] 0003 0035 00000319
2022-03-16 15:13:59.328090 False [   18616.418382] 0003 0036 00000259
2022-03-16 15:13:59.345826 False [   18616.435401] 0003 0035 0000031b
2022-03-16 15:13:59.345826 False [   18616.435401] 0003 0036 00000252
2022-03-16 15:13:59.361708 False [   18616.452151] 0003 0035 0000031d
2022-03-16 15:13:59.361708 False [   18616.452151] 0003 0036 0000024c
2022-03-16 15:13:59.377903 False [   18616.469047] 0003 0035 0000031f
2022-03-16 15:13:59.377903 False [   18616.469047] 0003 0036 00000248
2022-03-16 15:13:59.394604 False [   18616.486161] 0003 0035 0000031f
2022-03-16 15:13:59.394604 False [   18616.486161] 0003 0036 00000248
2022-03-16 15:13:59.411039 False [   18616.502890] 0003 0035 00000321
2022-03-16 15:13:59.411039 True [   18616.502890] 0003 0036 00000243
2022-03-16 15:13:59.428130 True [   18616.519701] 0003 0035 00000321
2022-03-16 15:13:59.428130 True [   18616.519701] 0003 0036 00000243
2022-03-16 15:13:59.445082 True [   18616.536409] 0003 0035 00000323
2022-03-16 15:13:59.445082 True [   18616.536409] 0003 0036 0000023e
2022-03-16 15:14:00.193734 True [   18617.282681] 0003 0035 0000027b
2022-03-16 15:14:00.193734 True [   18617.282681] 0003 0036 0000023e
2022-03-16 15:14:00.209373 True [   18617.299955] 0003 0035 0000027b
2022-03-16 15:14:00.209373 True [   18617.299955] 0003 0036 0000023e
2022-03-16 15:14:00.226799 True [   18617.316832] 0003 0035 0000027b
2022-03-16 15:14:00.226799 True [   18617.316832] 0003 0036 0000023e
2022-03-16 15:14:00.226799 True [   18617.316832] 0003 0035 0000035b
2022-03-16 15:14:00.226799 True [   18617.316832] 0003 0036 000001bf
2022-03-16 15:14:00.243769 True [   18617.333339] 0003 0035 0000027b
2022-03-16 15:14:00.243769 True [   18617.333339] 0003 0036 0000023e
2022-03-16 15:14:00.243769 True [   18617.333339] 0003 0035 0000035b
2022-03-16 15:14:00.243769 True [   18617.333339] 0003 0036 000001bf
2022-03-16 15:14:00.260103 True [   18617.350031] 0003 0035 0000027b
2022-03-16 15:14:00.260103 True [   18617.350031] 0003 0036 0000023e
2022-03-16 15:14:00.260103 True [   18617.350031] 0003 0035 0000035b
2022-03-16 15:14:00.260103 True [   18617.350031] 0003 0036 000001bf
2022-03-16 15:14:00.276787 True [   18617.367362] 0003 0035 00000282
2022-03-16 15:14:00.276787 True [   18617.367362] 0003 0036 0000023b
2022-03-16 15:14:00.276787 True [   18617.367362] 0003 0035 0000035b
2022-03-16 15:14:00.276787 True [   18617.367362] 0003 0036 000001bf
2022-03-16 15:14:00.295136 True [   18617.384847] 0003 0035 0000028c
2022-03-16 15:14:00.295136 True [   18617.384847] 0003 0036 00000236
2022-03-16 15:14:00.295136 True [   18617.384847] 0003 0035 0000035b
2022-03-16 15:14:00.295136 True [   18617.384847] 0003 0036 000001bf
2022-03-16 15:14:00.313989 True [   18617.403157] 0003 0035 00000296
2022-03-16 15:14:00.313989 True [   18617.403157] 0003 0036 00000230
2022-03-16 15:14:00.313989 True [   18617.403157] 0003 0035 0000035b
2022-03-16 15:14:00.313989 True [   18617.403157] 0003 0036 000001bf
2022-03-16 15:14:00.327035 True [   18617.418150] 0003 0035 000002a1
2022-03-16 15:14:00.327035 True [   18617.418150] 0003 0036 00000228
2022-03-16 15:14:00.327035 True [   18617.418150] 0003 0035 0000035b
2022-03-16 15:14:00.327035 True [   18617.418150] 0003 0036 000001bf
2022-03-16 15:14:00.345137 True [   18617.434867] 0003 0035 000002ae
2022-03-16 15:14:00.345137 True [   18617.434867] 0003 0036 0000021d
2022-03-16 15:14:00.345137 True [   18617.434867] 0003 0035 0000035b
2022-03-16 15:14:00.345137 True [   18617.434867] 0003 0036 000001bf
2022-03-16 15:14:00.362583 True [   18617.452407] 0003 0035 000002bc
2022-03-16 15:14:00.362583 True [   18617.452407] 0003 0036 00000212
2022-03-16 15:14:00.362583 True [   18617.452407] 0003 0035 00000357
2022-03-16 15:14:00.362583 True [   18617.452407] 0003 0036 000001c1
2022-03-16 15:14:00.377575 True [   18617.468638] 0003 0035 000002dd
2022-03-16 15:14:00.380523 True [   18617.468638] 0003 0036 00000232
2022-03-16 15:14:00.380523 True [   18617.468638] 0003 0035 0000034e
2022-03-16 15:14:00.380523 True [   18617.468638] 0003 0036 000001c7
2022-03-16 15:14:00.394923 True [   18617.485949] 0003 0035 0000030c
2022-03-16 15:14:00.394923 False [   18617.485949] 0003 0036 00000275
2022-03-16 15:14:00.394923 False [   18617.485949] 0003 0035 00000345
2022-03-16 15:14:00.394923 True [   18617.485949] 0003 0036 000001cd
2022-03-16 15:14:00.414651 True [   18617.502957] 0003 0035 0000033e
2022-03-16 15:14:00.414651 True [   18617.502957] 0003 0036 000001d3
2022-03-16 15:14:00.427924 True [   18617.519224] 0003 0035 00000338
2022-03-16 15:14:00.427924 True [   18617.519224] 0003 0036 000001d7
2022-03-16 15:14:00.446093 True [   18617.536954] 0003 0035 00000332
2022-03-16 15:14:00.446093 True [   18617.536954] 0003 0036 000001d7
2022-03-16 15:14:00.462418 True [   18617.553743] 0003 0035 00000332
2022-03-16 15:14:00.462418 True [   18617.553743] 0003 0036 000001d7
2022-03-16 15:14:00.480374 True [   18617.570784] 0003 0035 0000032e
2022-03-16 15:14:00.480374 True [   18617.570784] 0003 0036 000001d7
2022-03-16 15:14:00.496824 True [   18617.587704] 0003 0035 0000032e
2022-03-16 15:14:00.496824 True [   18617.587704] 0003 0036 000001d7
2022-03-16 15:14:00.514614 True [   18617.604739] 0003 0035 0000032e
2022-03-16 15:14:00.515615 True [   18617.604739] 0003 0036 000001d7
2022-03-16 15:14:00.530581 True [   18617.620974] 0003 0035 00000324
2022-03-16 15:14:00.530581 True [   18617.620974] 0003 0036 000001da
2022-03-16 15:14:00.921406 True [   18618.012093] 0003 0035 00000302
2022-03-16 15:14:00.921406 False [   18618.012093] 0003 0036 00000265
2022-03-16 15:14:00.944380 False [   18618.027809] 0003 0035 00000302
2022-03-16 15:14:00.944380 False [   18618.027809] 0003 0036 00000265
2022-03-16 15:14:00.956522 False [   18618.045600] 0003 0035 00000302
2022-03-16 15:14:00.956522 False [   18618.045600] 0003 0036 00000265
2022-03-16 15:14:00.956522 False [   18618.045600] 0003 0035 0000037a
2022-03-16 15:14:00.956522 True [   18618.045600] 0003 0036 000001e8
2022-03-16 15:14:00.972594 True [   18618.062143] 0003 0035 00000302
2022-03-16 15:14:00.972594 True [   18618.062143] 0003 0035 0000037a
2022-03-16 15:14:00.972594 True [   18618.062143] 0003 0036 000001e8
2022-03-16 15:14:00.989664 True [   18618.078997] 0003 0035 00000302
2022-03-16 15:14:00.989664 False [   18618.078997] 0003 0036 00000265
2022-03-16 15:14:00.989664 False [   18618.078997] 0003 0035 0000037a
2022-03-16 15:14:00.989664 True [   18618.078997] 0003 0036 000001e8
2022-03-16 15:14:01.005740 True [   18618.096192] 0003 0035 00000302
2022-03-16 15:14:01.005740 True [   18618.096192] 0003 0035 0000037a
2022-03-16 15:14:01.005740 True [   18618.096192] 0003 0036 000001e8
2022-03-16 15:14:01.022071 True [   18618.112980] 0003 0035 00000302
2022-03-16 15:14:01.022071 False [   18618.112980] 0003 0036 00000265
2022-03-16 15:14:01.022071 False [   18618.112980] 0003 0035 0000037a
2022-03-16 15:14:01.022071 True [   18618.112980] 0003 0036 000001e8
2022-03-16 15:14:01.038568 True [   18618.129440] 0003 0035 00000302
2022-03-16 15:14:01.038568 True [   18618.129440] 0003 0035 0000037a
2022-03-16 15:14:01.038568 True [   18618.129440] 0003 0036 000001e8
2022-03-16 15:14:01.056347 True [   18618.146216] 0003 0035 00000302
2022-03-16 15:14:01.056347 False [   18618.146216] 0003 0036 00000265
2022-03-16 15:14:01.056347 False [   18618.146216] 0003 0035 00000375
2022-03-16 15:14:01.056347 True [   18618.146216] 0003 0036 000001f0
2022-03-16 15:14:01.073833 True [   18618.163284] 0003 0035 00000302
2022-03-16 15:14:01.073833 True [   18618.163284] 0003 0035 0000036d
2022-03-16 15:14:01.073833 True [   18618.163284] 0003 0036 000001fc
2022-03-16 15:14:01.088369 True [   18618.179917] 0003 0035 00000302
2022-03-16 15:14:01.088369 False [   18618.179917] 0003 0036 00000261
2022-03-16 15:14:01.088369 False [   18618.179917] 0003 0035 00000364
2022-03-16 15:14:01.088369 True [   18618.179917] 0003 0036 00000208
2022-03-16 15:14:01.107551 True [   18618.197883] 0003 0035 00000302
2022-03-16 15:14:01.108549 False [   18618.197883] 0003 0036 00000261
2022-03-16 15:14:01.108549 False [   18618.197883] 0003 0035 0000035a
2022-03-16 15:14:01.108549 True [   18618.197883] 0003 0036 00000211
2022-03-16 15:14:01.122133 True [   18618.213920] 0003 0035 00000305
2022-03-16 15:14:01.123138 True [   18618.213920] 0003 0035 0000034a
2022-03-16 15:14:01.123138 True [   18618.213920] 0003 0036 0000020a
2022-03-16 15:14:01.140503 True [   18618.231048] 0003 0035 00000305
2022-03-16 15:14:01.140503 False [   18618.231048] 0003 0036 0000025c
2022-03-16 15:14:01.140503 False [   18618.231048] 0003 0035 0000033f
2022-03-16 15:14:01.140503 True [   18618.231048] 0003 0036 000001fd
2022-03-16 15:14:01.157647 True [   18618.247493] 0003 0035 00000308
2022-03-16 15:14:01.157647 False [   18618.247493] 0003 0036 00000258
2022-03-16 15:14:01.157647 False [   18618.247493] 0003 0035 0000033f
