Mode = area stim
    verts = 5 
    radius = 550 
    center = (800, 1280) 
    first_angle = 0.4034589733288429 
    wm_size = [1600 2560] 
    stim_amp = 6 
    baseline_stim = 4
    current_stim_group = audio
    sense_zone = 0
    ===============================
2022-04-02 14:03:32.204703 False [  145726.102478] 0003 0036 00000114
2022-04-02 14:03:32.517825 False [  145726.417068] 0003 0036 00000148
2022-04-02 14:03:32.521675 False [  145726.425592] 0003 0035 000000f7
2022-04-02 14:03:32.521675 False [  145726.425592] 0003 0036 00000149
2022-04-02 14:03:32.530521 False [  145726.433629] 0003 0035 000000f8
2022-04-02 14:03:32.530521 False [  145726.433629] 0003 0036 0000014b
2022-04-02 14:03:32.541447 False [  145726.442250] 0003 0035 000000f9
2022-04-02 14:03:32.541447 False [  145726.442250] 0003 0036 0000014c
2022-04-02 14:03:32.549583 False [  145726.450418] 0003 0035 000000fa
2022-04-02 14:03:32.549583 False [  145726.450418] 0003 0036 0000014d
2022-04-02 14:03:32.555438 False [  145726.458873] 0003 0035 000000fb
2022-04-02 14:03:32.555438 False [  145726.458873] 0003 0036 0000014e
2022-04-02 14:03:32.566488 False [  145726.466944] 0003 0035 000000fd
2022-04-02 14:03:32.566488 False [  145726.466944] 0003 0036 00000150
2022-04-02 14:03:32.574178 False [  145726.475335] 0003 0036 00000151
2022-04-02 14:03:32.582449 False [  145726.483508] 0003 0035 000000ff
2022-04-02 14:03:32.582449 False [  145726.483508] 0003 0036 00000152
2022-04-02 14:03:32.591089 False [  145726.491945] 0003 0035 00000100
2022-04-02 14:03:32.591089 False [  145726.491945] 0003 0036 00000154
2022-04-02 14:03:32.598002 False [  145726.500140] 0003 0035 00000101
2022-04-02 14:03:32.598002 False [  145726.500140] 0003 0036 00000155
2022-04-02 14:03:32.608096 False [  145726.508546] 0003 0035 00000102
2022-04-02 14:03:32.608096 False [  145726.508546] 0003 0036 00000156
2022-04-02 14:03:32.615013 False [  145726.516829] 0003 0035 00000103
2022-04-02 14:03:32.615013 False [  145726.516829] 0003 0036 00000157
2022-04-02 14:03:32.624774 False [  145726.525192] 0003 0035 00000104
2022-04-02 14:03:32.624774 False [  145726.525192] 0003 0036 00000159
2022-04-02 14:03:32.632755 False [  145726.533360] 0003 0035 00000105
2022-04-02 14:03:32.632755 False [  145726.533360] 0003 0036 0000015a
2022-04-02 14:03:32.639001 False [  145726.542204] 0003 0035 00000107
2022-04-02 14:03:32.639001 False [  145726.542204] 0003 0036 0000015d
2022-04-02 14:03:32.646259 False [  145726.550144] 0003 0035 00000108
2022-04-02 14:03:32.646259 False [  145726.550144] 0003 0036 0000015e
2022-04-02 14:03:32.655274 False [  145726.558475] 0003 0035 00000109
2022-04-02 14:03:32.655274 False [  145726.558475] 0003 0036 00000160
2022-04-02 14:03:32.663899 False [  145726.566727] 0003 0035 0000010b
2022-04-02 14:03:32.663899 False [  145726.566727] 0003 0036 00000162
2022-04-02 14:03:32.674082 False [  145726.575141] 0003 0035 0000010c
2022-04-02 14:03:32.674082 False [  145726.575141] 0003 0036 00000164
2022-04-02 14:03:32.680086 False [  145726.583409] 0003 0035 0000010d
2022-04-02 14:03:32.680086 False [  145726.583409] 0003 0036 00000166
2022-04-02 14:03:32.688719 False [  145726.591689] 0003 0035 0000010f
2022-04-02 14:03:32.688719 False [  145726.591689] 0003 0036 00000168
2022-04-02 14:03:32.699943 False [  145726.599886] 0003 0035 00000110
2022-04-02 14:03:32.699943 False [  145726.599886] 0003 0036 0000016b
2022-04-02 14:03:32.705652 False [  145726.608321] 0003 0035 00000112
2022-04-02 14:03:32.705652 False [  145726.608321] 0003 0036 0000016d
2022-04-02 14:03:32.713518 False [  145726.616622] 0003 0035 00000113
2022-04-02 14:03:32.713518 False [  145726.616622] 0003 0036 0000016f
2022-04-02 14:03:32.723757 False [  145726.624901] 0003 0035 00000115
2022-04-02 14:03:32.723757 False [  145726.624901] 0003 0036 00000172
2022-04-02 14:03:32.731480 False [  145726.633136] 0003 0035 00000116
2022-04-02 14:03:32.731480 False [  145726.633136] 0003 0036 00000174
2022-04-02 14:03:32.743079 False [  145726.641654] 0003 0035 00000118
2022-04-02 14:03:32.743079 False [  145726.641654] 0003 0036 00000179
2022-04-02 14:03:32.750060 False [  145726.649872] 0003 0035 0000011a
2022-04-02 14:03:32.750060 False [  145726.649872] 0003 0036 0000017b
2022-04-02 14:03:32.757271 False [  145726.658209] 0003 0035 0000011c
2022-04-02 14:03:32.757271 False [  145726.658209] 0003 0036 00000181
2022-04-02 14:03:32.766345 False [  145726.666391] 0003 0035 0000011f
2022-04-02 14:03:32.766345 False [  145726.666391] 0003 0036 00000186
2022-04-02 14:03:32.773151 False [  145726.674875] 0003 0035 00000121
2022-04-02 14:03:32.773151 False [  145726.674875] 0003 0036 0000018d
2022-04-02 14:03:32.781292 False [  145726.683044] 0003 0035 00000124
2022-04-02 14:03:32.781292 False [  145726.683044] 0003 0036 00000193
2022-04-02 14:03:32.790098 False [  145726.691411] 0003 0035 00000126
2022-04-02 14:03:32.790098 False [  145726.691411] 0003 0036 00000198
2022-04-02 14:03:32.795951 False [  145726.699636] 0003 0035 0000012a
2022-04-02 14:03:32.795951 False [  145726.699636] 0003 0036 000001a9
2022-04-02 14:03:32.806957 False [  145726.708180] 0003 0035 0000012d
2022-04-02 14:03:32.806957 False [  145726.708180] 0003 0036 000001bf
2022-04-02 14:03:32.813555 False [  145726.716271] 0003 0035 00000132
2022-04-02 14:03:32.813555 False [  145726.716271] 0003 0036 000001cf
2022-04-02 14:03:32.821417 False [  145726.724658] 0003 0035 00000135
2022-04-02 14:03:32.821417 False [  145726.724658] 0003 0036 000001dc
2022-04-02 14:03:32.833077 False [  145726.732829] 0003 0035 00000138
2022-04-02 14:03:32.833077 False [  145726.732829] 0003 0036 000001e6
2022-04-02 14:03:32.842188 False [  145726.741395] 0003 0035 0000013c
2022-04-02 14:03:32.842188 False [  145726.741395] 0003 0036 000001ee
2022-04-02 14:03:32.850168 False [  145726.749658] 0003 0035 0000013f
2022-04-02 14:03:32.850168 False [  145726.749658] 0003 0036 000001f5
2022-04-02 14:03:32.859654 False [  145726.757979] 0003 0035 00000141
2022-04-02 14:03:32.859654 False [  145726.757979] 0003 0036 000001f9
2022-04-02 14:03:32.880565 False [  145726.766276] 0003 0036 000001fb
2022-04-02 14:03:32.888984 False [  145726.774607] 0003 0036 000001fd
2022-04-02 14:03:32.888984 False [  145726.782821] 0003 0035 00000143
2022-04-02 14:03:32.888984 False [  145726.782821] 0003 0036 00000200
2022-04-02 14:03:32.896108 False [  145726.791198] 0003 0035 00000144
2022-04-02 14:03:32.896108 False [  145726.791198] 0003 0036 00000202
2022-04-02 14:03:32.900046 False [  145726.799397] 0003 0035 00000145
2022-04-02 14:03:32.900046 False [  145726.799397] 0003 0036 00000205
2022-04-02 14:03:32.906484 False [  145726.807793] 0003 0035 00000146
2022-04-02 14:03:32.906484 False [  145726.807793] 0003 0036 00000207
2022-04-02 14:03:32.915219 False [  145726.816074] 0003 0035 00000147
2022-04-02 14:03:32.915219 False [  145726.816074] 0003 0036 00000209
2022-04-02 14:03:32.924732 False [  145726.824513] 0003 0035 00000148
2022-04-02 14:03:32.924732 False [  145726.824513] 0003 0036 0000020b
2022-04-02 14:03:32.932551 False [  145726.832696] 0003 0035 00000149
2022-04-02 14:03:32.932551 False [  145726.832696] 0003 0036 0000020d
2022-04-02 14:03:32.939815 False [  145726.841053] 0003 0035 0000014b
2022-04-02 14:03:32.939815 False [  145726.841053] 0003 0036 0000020f
2022-04-02 14:03:32.948127 False [  145726.849283] 0003 0035 0000014c
2022-04-02 14:03:32.948127 False [  145726.849283] 0003 0036 00000210
2022-04-02 14:03:32.955907 False [  145726.857661] 0003 0035 0000014d
2022-04-02 14:03:32.955907 False [  145726.857661] 0003 0036 00000211
2022-04-02 14:03:32.963203 False [  145726.865934] 0003 0035 0000014f
2022-04-02 14:03:32.963203 False [  145726.865934] 0003 0036 00000213
2022-04-02 14:03:32.971507 False [  145726.874318] 0003 0035 00000150
2022-04-02 14:03:32.971507 False [  145726.874318] 0003 0036 00000215
2022-04-02 14:03:32.979610 False [  145726.882505] 0003 0035 00000153
2022-04-02 14:03:32.979610 False [  145726.882505] 0003 0036 00000218
2022-04-02 14:03:32.988001 False [  145726.890915] 0003 0035 00000155
2022-04-02 14:03:32.988001 False [  145726.890915] 0003 0036 0000021b
2022-04-02 14:03:32.997956 False [  145726.899064] 0003 0035 00000157
2022-04-02 14:03:32.997956 False [  145726.899064] 0003 0036 0000021d
2022-04-02 14:03:33.005955 False [  145726.907426] 0003 0035 0000015a
2022-04-02 14:03:33.005955 False [  145726.907426] 0003 0036 00000220
2022-04-02 14:03:33.015609 False [  145726.915696] 0003 0035 0000015c
2022-04-02 14:03:33.015609 False [  145726.915696] 0003 0036 00000224
2022-04-02 14:03:33.020506 False [  145726.924170] 0003 0035 0000015e
2022-04-02 14:03:33.020506 False [  145726.924170] 0003 0036 00000228
2022-04-02 14:03:33.032895 False [  145726.933317] 0003 0035 00000161
2022-04-02 14:03:33.032895 False [  145726.933317] 0003 0036 0000022c
2022-04-02 14:03:33.039815 False [  145726.940940] 0003 0035 00000163
2022-04-02 14:03:33.039815 False [  145726.940940] 0003 0036 00000230
2022-04-02 14:03:33.047996 False [  145726.949061] 0003 0035 00000166
2022-04-02 14:03:33.047996 False [  145726.949061] 0003 0036 00000234
2022-04-02 14:03:33.055928 False [  145726.957429] 0003 0035 00000168
2022-04-02 14:03:33.055928 False [  145726.957429] 0003 0036 00000238
2022-04-02 14:03:33.063280 False [  145726.965556] 0003 0035 0000016a
2022-04-02 14:03:33.063280 False [  145726.965556] 0003 0036 0000023b
2022-04-02 14:03:33.071859 False [  145726.974011] 0003 0035 0000016c
2022-04-02 14:03:33.071859 False [  145726.974011] 0003 0036 0000023e
2022-04-02 14:03:33.080803 False [  145726.982261] 0003 0036 0000023f
2022-04-02 14:03:33.088216 False [  145726.990614] 0003 0035 0000016e
2022-04-02 14:03:33.088216 False [  145726.990614] 0003 0036 00000243
2022-04-02 14:03:33.096874 False [  145726.998830] 0003 0035 0000016f
2022-04-02 14:03:33.096874 False [  145726.998830] 0003 0036 00000244
2022-04-02 14:03:33.105732 False [  145727.007474] 0003 0035 00000170
2022-04-02 14:03:33.105732 False [  145727.007474] 0003 0036 00000248
2022-04-02 14:03:33.114772 False [  145727.015563] 0003 0035 00000171
2022-04-02 14:03:33.114772 False [  145727.015563] 0003 0036 0000024a
2022-04-02 14:03:33.124614 False [  145727.023921] 0003 0035 00000173
2022-04-02 14:03:33.124614 False [  145727.023921] 0003 0036 0000024d
2022-04-02 14:03:33.131943 False [  145727.032215] 0003 0036 0000024f
2022-04-02 14:03:33.140919 False [  145727.040528] 0003 0035 00000174
2022-04-02 14:03:33.140919 False [  145727.040528] 0003 0036 00000250
2022-04-02 14:03:33.145957 False [  145727.048923] 0003 0035 00000175
2022-04-02 14:03:33.145957 False [  145727.048923] 0003 0036 00000252
2022-04-02 14:03:33.156955 False [  145727.057122] 0003 0035 00000176
2022-04-02 14:03:33.156955 False [  145727.057122] 0003 0036 00000254
2022-04-02 14:03:33.170105 False [  145727.065395] 0003 0036 00000255
2022-04-02 14:03:33.182576 False [  145727.073783] 0003 0035 00000177
2022-04-02 14:03:33.182576 False [  145727.073783] 0003 0036 00000256
2022-04-02 14:03:33.188451 False [  145727.081998] 0003 0035 00000178
2022-04-02 14:03:33.188451 False [  145727.081998] 0003 0036 00000258
2022-04-02 14:03:33.190300 False [  145727.090378] 0003 0036 0000025a
2022-04-02 14:03:33.199274 False [  145727.098505] 0003 0035 00000179
2022-04-02 14:03:33.202754 False [  145727.106944] 0003 0035 0000017a
2022-04-02 14:03:33.202754 False [  145727.106944] 0003 0036 0000025c
2022-04-02 14:03:33.214282 False [  145727.115176] 0003 0036 0000025e
2022-04-02 14:03:33.224371 False [  145727.123617] 0003 0035 0000017b
2022-04-02 14:03:33.224371 False [  145727.123617] 0003 0036 0000025f
2022-04-02 14:03:33.230421 False [  145727.131857] 0003 0035 0000017c
2022-04-02 14:03:33.230421 False [  145727.131857] 0003 0036 00000260
2022-04-02 14:03:33.237650 False [  145727.140391] 0003 0036 00000261
2022-04-02 14:03:33.246951 False [  145727.148397] 0003 0035 0000017d
2022-04-02 14:03:33.246951 False [  145727.148397] 0003 0036 00000263
2022-04-02 14:03:33.253527 False [  145727.156852] 0003 0035 0000017e
2022-04-02 14:03:33.253527 False [  145727.156852] 0003 0036 00000264
2022-04-02 14:03:33.279378 False [  145727.173369] 0003 0036 00000265
2022-04-02 14:03:33.288184 False [  145727.181709] 0003 0036 00000266
2022-04-02 14:03:33.304984 False [  145727.190204] 0003 0035 0000017f
2022-04-02 14:03:33.304984 False [  145727.190204] 0003 0036 00000267
2022-04-02 14:03:33.312025 False [  145727.198436] 0003 0036 00000268
2022-04-02 14:03:33.312025 False [  145727.206851] 0003 0035 00000180
2022-04-02 14:03:33.312025 False [  145727.206851] 0003 0036 00000269
2022-04-02 14:03:33.316257 False [  145727.215105] 0003 0036 0000026a
2022-04-02 14:03:33.324796 False [  145727.223401] 0003 0035 00000181
2022-04-02 14:03:33.339751 False [  145727.239857] 0003 0035 00000182
2022-04-02 14:03:33.339751 False [  145727.239857] 0003 0036 0000026c
2022-04-02 14:03:33.346037 False [  145727.248142] 0003 0035 00000183
2022-04-02 14:03:33.346037 False [  145727.248142] 0003 0036 0000026d
2022-04-02 14:03:33.353530 False [  145727.256645] 0003 0035 00000184
2022-04-02 14:03:33.353530 False [  145727.256645] 0003 0036 0000026e
2022-04-02 14:03:33.361131 False [  145727.264799] 0003 0035 00000185
2022-04-02 14:03:33.361131 False [  145727.264799] 0003 0036 0000026f
2022-04-02 14:03:33.380563 False [  145727.281359] 0003 0035 00000186
2022-04-02 14:03:33.388131 False [  145727.290044] 0003 0036 00000270
2022-04-02 14:03:33.398149 False [  145727.298116] 0003 0035 00000187
2022-04-02 14:03:33.398149 False [  145727.298116] 0003 0036 00000271
2022-04-02 14:03:33.406872 False [  145727.306508] 0003 0035 00000188
2022-04-02 14:03:33.406872 False [  145727.306508] 0003 0036 00000272
2022-04-02 14:03:33.430796 False [  145727.323967] 0003 0036 00000273
2022-04-02 14:03:33.440024 False [  145727.331429] 0003 0035 00000189
2022-04-02 14:03:33.440024 False [  145727.331429] 0003 0036 00000274
2022-04-02 14:03:33.448192 False [  145727.339824] 0003 0036 00000275
2022-04-02 14:03:33.457154 False [  145727.347998] 0003 0035 0000018a
2022-04-02 14:03:33.465132 False [  145727.356498] 0003 0036 00000276
2022-04-02 14:03:33.474108 False [  145727.364709] 0003 0035 0000018b
2022-04-02 14:03:33.474108 False [  145727.364709] 0003 0036 00000277
2022-04-02 14:03:33.481057 False [  145727.373045] 0003 0035 0000018c
2022-04-02 14:03:33.481057 False [  145727.373045] 0003 0036 00000278
2022-04-02 14:03:33.481057 False [  145727.381548] 0003 0036 00000279
2022-04-02 14:03:33.487635 False [  145727.389812] 0003 0036 0000027a
2022-04-02 14:03:33.505951 False [  145727.406246] 0003 0036 0000027b
2022-04-02 14:03:33.514681 False [  145727.414454] 0003 0035 0000018d
2022-04-02 14:03:33.514681 False [  145727.414454] 0003 0036 0000027c
2022-04-02 14:03:33.523149 False [  145727.422858] 0003 0035 0000018e
2022-04-02 14:03:33.523149 False [  145727.422858] 0003 0036 0000027d
2022-04-02 14:03:33.531483 False [  145727.431275] 0003 0036 0000027e
2022-04-02 14:03:33.541401 False [  145727.439433] 0003 0035 0000018f
2022-04-02 14:03:33.541401 False [  145727.439433] 0003 0036 0000027f
2022-04-02 14:03:33.555932 False [  145727.457639] 0003 0035 00000190
2022-04-02 14:03:33.555932 False [  145727.457639] 0003 0036 00000280
2022-04-02 14:03:33.564250 False [  145727.464373] 0003 0036 00000281
2022-04-02 14:03:33.576956 False [  145727.472846] 0003 0035 00000191
2022-04-02 14:03:33.576956 False [  145727.472846] 0003 0036 00000282
2022-04-02 14:03:33.580329 False [  145727.481013] 0003 0035 00000192
2022-04-02 14:03:33.580329 False [  145727.481013] 0003 0036 00000283
2022-04-02 14:03:33.589459 False [  145727.489376] 0003 0036 00000284
2022-04-02 14:03:33.595965 False [  145727.497535] 0003 0035 00000193
2022-04-02 14:03:33.604305 False [  145727.506056] 0003 0036 00000285
2022-04-02 14:03:33.613953 False [  145727.514204] 0003 0036 00000286
2022-04-02 14:03:33.620352 False [  145727.522552] 0003 0035 00000194
2022-04-02 14:03:33.620352 False [  145727.522552] 0003 0036 00000287
2022-04-02 14:03:33.628978 False [  145727.530746] 0003 0035 00000195
2022-04-02 14:03:33.628978 False [  145727.530746] 0003 0036 00000288
2022-04-02 14:03:33.636525 False [  145727.539146] 0003 0035 00000196
2022-04-02 14:03:33.636525 False [  145727.539146] 0003 0036 00000289
2022-04-02 14:03:33.645346 False [  145727.547380] 0003 0035 00000197
2022-04-02 14:03:33.645346 False [  145727.547380] 0003 0036 0000028a
2022-04-02 14:03:33.655247 False [  145727.555725] 0003 0036 0000028c
2022-04-02 14:03:33.663806 False [  145727.563968] 0003 0035 00000198
2022-04-02 14:03:33.669807 False [  145727.572545] 0003 0035 00000199
2022-04-02 14:03:33.669807 False [  145727.572545] 0003 0036 0000028e
2022-04-02 14:03:33.681339 False [  145727.580692] 0003 0035 0000019a
2022-04-02 14:03:33.681339 False [  145727.580692] 0003 0036 0000028f
2022-04-02 14:03:33.688254 False [  145727.589053] 0003 0035 0000019b
2022-04-02 14:03:33.688254 False [  145727.589053] 0003 0036 00000291
2022-04-02 14:03:33.697954 False [  145727.597198] 0003 0035 0000019d
2022-04-02 14:03:33.704509 False [  145727.605686] 0003 0035 0000019e
2022-04-02 14:03:33.704509 False [  145727.605686] 0003 0036 00000293
2022-04-02 14:03:33.712457 False [  145727.613862] 0003 0036 00000295
2022-04-02 14:03:33.723626 False [  145727.622243] 0003 0035 0000019f
2022-04-02 14:03:33.731536 False [  145727.630506] 0003 0035 000001a1
2022-04-02 14:03:33.731536 False [  145727.630506] 0003 0036 00000297
2022-04-02 14:03:33.744312 False [  145727.638922] 0003 0036 00000299
2022-04-02 14:03:33.746937 False [  145727.647333] 0003 0035 000001a2
2022-04-02 14:03:33.746937 False [  145727.647333] 0003 0036 0000029a
2022-04-02 14:03:33.754907 False [  145727.655572] 0003 0035 000001a3
2022-04-02 14:03:33.754907 False [  145727.655572] 0003 0036 0000029c
2022-04-02 14:03:33.764329 False [  145727.663769] 0003 0035 000001a4
2022-04-02 14:03:33.764329 False [  145727.663769] 0003 0036 0000029d
2022-04-02 14:03:33.778962 False [  145727.672492] 0003 0035 000001a5
2022-04-02 14:03:33.778962 False [  145727.672492] 0003 0036 0000029e
2022-04-02 14:03:33.785978 False [  145727.680401] 0003 0036 000002a0
2022-04-02 14:03:33.796958 False [  145727.688758] 0003 0035 000001a6
2022-04-02 14:03:33.796958 False [  145727.688758] 0003 0036 000002a2
2022-04-02 14:03:33.804023 False [  145727.696979] 0003 0035 000001a7
2022-04-02 14:03:33.804023 False [  145727.696979] 0003 0036 000002a3
2022-04-02 14:03:33.812900 False [  145727.705384] 0003 0035 000001a8
2022-04-02 14:03:33.812900 False [  145727.705384] 0003 0036 000002a5
2022-04-02 14:03:33.821408 False [  145727.713607] 0003 0035 000001a9
2022-04-02 14:03:33.821408 False [  145727.713607] 0003 0036 000002a6
2022-04-02 14:03:33.829380 False [  145727.722279] 0003 0035 000001aa
2022-04-02 14:03:33.829380 False [  145727.722279] 0003 0036 000002a8
2022-04-02 14:03:33.835649 False [  145727.730428] 0003 0035 000001ab
2022-04-02 14:03:33.835649 False [  145727.730428] 0003 0036 000002aa
2022-04-02 14:03:33.839308 False [  145727.738726] 0003 0035 000001ac
2022-04-02 14:03:33.839308 False [  145727.738726] 0003 0036 000002ab
2022-04-02 14:03:33.843947 False [  145727.746866] 0003 0035 000001ad
2022-04-02 14:03:33.843947 False [  145727.746866] 0003 0036 000002ad
2022-04-02 14:03:33.854784 False [  145727.755241] 0003 0035 000001ae
2022-04-02 14:03:33.854784 False [  145727.755241] 0003 0036 000002af
2022-04-02 14:03:33.862628 False [  145727.763472] 0003 0035 000001af
2022-04-02 14:03:33.862628 False [  145727.763472] 0003 0036 000002b0
2022-04-02 14:03:33.872606 False [  145727.771895] 0003 0035 000001b0
2022-04-02 14:03:33.872606 False [  145727.771895] 0003 0036 000002b2
2022-04-02 14:03:33.880356 False [  145727.780116] 0003 0036 000002b4
2022-04-02 14:03:33.886783 False [  145727.788533] 0003 0035 000001b1
2022-04-02 14:03:33.886783 False [  145727.788533] 0003 0036 000002b6
2022-04-02 14:03:33.895882 False [  145727.796629] 0003 0035 000001b2
2022-04-02 14:03:33.895882 False [  145727.796629] 0003 0036 000002b8
2022-04-02 14:03:33.906007 False [  145727.805048] 0003 0035 000001b3
2022-04-02 14:03:33.906007 False [  145727.805048] 0003 0036 000002b9
2022-04-02 14:03:33.914478 False [  145727.813331] 0003 0036 000002ba
2022-04-02 14:03:33.920358 False [  145727.821789] 0003 0035 000001b4
2022-04-02 14:03:33.920358 False [  145727.821789] 0003 0036 000002bb
2022-04-02 14:03:33.929364 False [  145727.829920] 0003 0035 000001b5
2022-04-02 14:03:33.929364 False [  145727.829920] 0003 0036 000002bd
2022-04-02 14:03:33.937956 False [  145727.838305] 0003 0035 000001b6
2022-04-02 14:03:33.937956 False [  145727.838305] 0003 0036 000002be
2022-04-02 14:03:33.945857 False [  145727.846581] 0003 0035 000001b7
2022-04-02 14:03:33.945857 False [  145727.846581] 0003 0036 000002bf
2022-04-02 14:03:33.955208 False [  145727.854966] 0003 0036 000002c1
2022-04-02 14:03:33.964150 False [  145727.863144] 0003 0036 000002c2
2022-04-02 14:03:33.972406 False [  145727.871776] 0003 0035 000001b8
2022-04-02 14:03:33.972406 False [  145727.871776] 0003 0036 000002c4
2022-04-02 14:03:33.981387 False [  145727.879803] 0003 0035 000001b9
2022-04-02 14:03:33.988594 False [  145727.888272] 0003 0035 000001ba
2022-04-02 14:03:33.988594 False [  145727.888272] 0003 0036 000002c6
2022-04-02 14:03:33.996904 False [  145727.896418] 0003 0036 000002c7
2022-04-02 14:03:34.005960 False [  145727.904763] 0003 0036 000002c9
2022-04-02 14:03:34.018181 False [  145727.913007] 0003 0035 000001bb
2022-04-02 14:03:34.021776 False [  145727.921517] 0003 0035 000001bc
2022-04-02 14:03:34.021776 False [  145727.921517] 0003 0036 000002ca
2022-04-02 14:03:34.030639 False [  145727.929865] 0003 0036 000002cb
2022-04-02 14:03:34.036951 False [  145727.937991] 0003 0035 000001be
2022-04-02 14:03:34.036951 False [  145727.937991] 0003 0036 000002cd
2022-04-02 14:03:34.051557 False [  145727.946421] 0003 0036 000002ce
2022-04-02 14:03:34.055432 False [  145727.954741] 0003 0035 000001bf
2022-04-02 14:03:34.055432 False [  145727.954741] 0003 0036 000002cf
2022-04-02 14:03:34.062908 False [  145727.962892] 0003 0035 000001c0
2022-04-02 14:03:34.062908 False [  145727.962892] 0003 0036 000002d1
2022-04-02 14:03:34.071545 False [  145727.971396] 0003 0035 000001c1
2022-04-02 14:03:34.071545 False [  145727.971396] 0003 0036 000002d2
2022-04-02 14:03:34.080834 False [  145727.979505] 0003 0036 000002d3
2022-04-02 14:03:34.088506 False [  145727.987969] 0003 0035 000001c2
2022-04-02 14:03:34.088506 False [  145727.987969] 0003 0036 000002d4
2022-04-02 14:03:34.093404 False [  145727.996137] 0003 0035 000001c3
2022-04-02 14:03:34.093404 False [  145727.996137] 0003 0036 000002d5
2022-04-02 14:03:34.103724 False [  145728.004778] 0003 0035 000001c4
2022-04-02 14:03:34.103724 False [  145728.004778] 0003 0036 000002d6
2022-04-02 14:03:34.110617 False [  145728.012717] 0003 0035 000001c5
2022-04-02 14:03:34.110617 False [  145728.012717] 0003 0036 000002d8
2022-04-02 14:03:34.121332 False [  145728.021293] 0003 0036 000002d9
