Mode = area stim
    verts = 5 
    radius = 550 
    center = (600, 960) 
    first_angle = 1.495991105833941 
    wm_size = [1200 1920] 
    stim_amp = 3 
    baseline_stim = 3
    current_stim_group = 0
    sense_zone = 0
    ===============================
2022-03-16 15:08:30.894098 False [   18287.991125] 0003 0036 00000226
2022-03-16 15:08:32.754398 True [   18289.851943] 0003 0035 000002f3
2022-03-16 15:08:32.754398 True [   18289.851943] 0003 0036 00000216
2022-03-16 15:08:32.771577 True [   18289.868886] 0003 0035 000002eb
2022-03-16 15:08:32.771577 True [   18289.868886] 0003 0036 00000214
2022-03-16 15:08:32.788653 True [   18289.885973] 0003 0035 000002e5
2022-03-16 15:08:32.788653 True [   18289.885973] 0003 0036 00000214
2022-03-16 15:08:32.805827 True [   18289.903023] 0003 0035 000002df
2022-03-16 15:08:32.805827 True [   18289.903023] 0003 0036 00000214
2022-03-16 15:08:32.822276 True [   18289.919891] 0003 0035 000002da
2022-03-16 15:08:32.822276 True [   18289.919891] 0003 0036 00000214
2022-03-16 15:08:32.839795 True [   18289.936756] 0003 0035 000002d6
2022-03-16 15:08:32.839795 True [   18289.936756] 0003 0036 00000214
2022-03-16 15:08:32.856986 True [   18289.954721] 0003 0035 000002d6
2022-03-16 15:08:32.856986 True [   18289.954721] 0003 0036 00000214
2022-03-16 15:08:32.873178 True [   18289.970718] 0003 0035 000002d2
2022-03-16 15:08:32.873178 True [   18289.970718] 0003 0036 00000214
2022-03-16 15:08:32.889849 True [   18289.987749] 0003 0035 000002d2
2022-03-16 15:08:32.889849 True [   18289.987749] 0003 0036 00000214
2022-03-16 15:08:32.906820 True [   18290.004628] 0003 0035 000002ce
2022-03-16 15:08:32.906820 True [   18290.004628] 0003 0036 00000214
2022-03-16 15:08:32.924743 True [   18290.021588] 0003 0035 000002ce
2022-03-16 15:08:32.924743 True [   18290.021588] 0003 0036 00000214
2022-03-16 15:08:32.942364 True [   18290.038812] 0003 0035 000002ca
2022-03-16 15:08:32.942364 True [   18290.038812] 0003 0036 00000214
2022-03-16 15:08:32.959129 True [   18290.055626] 0003 0035 000002ca
2022-03-16 15:08:32.959129 True [   18290.055626] 0003 0036 00000214
2022-03-16 15:08:32.974359 True [   18290.072414] 0003 0035 000002c6
2022-03-16 15:08:32.974359 True [   18290.072414] 0003 0036 00000214
2022-03-16 15:08:32.993095 True [   18290.089524] 0003 0035 000002c2
2022-03-16 15:08:32.993095 True [   18290.089524] 0003 0036 00000211
2022-03-16 15:08:33.009110 True [   18290.106427] 0003 0035 000002c2
2022-03-16 15:08:33.009110 True [   18290.106427] 0003 0036 00000211
2022-03-16 15:08:33.026225 True [   18290.123591] 0003 0035 000002be
2022-03-16 15:08:33.026225 True [   18290.123591] 0003 0036 0000020f
2022-03-16 15:08:33.045388 True [   18290.141428] 0003 0035 000002be
2022-03-16 15:08:33.045388 True [   18290.141428] 0003 0036 0000020f
2022-03-16 15:08:33.060394 True [   18290.157208] 0003 0035 000002be
2022-03-16 15:08:33.060394 True [   18290.157208] 0003 0036 0000020f
2022-03-16 15:08:33.076721 True [   18290.174234] 0003 0035 000002be
2022-03-16 15:08:33.076721 True [   18290.174234] 0003 0036 0000020f
2022-03-16 15:08:33.094107 True [   18290.191609] 0003 0035 000002be
2022-03-16 15:08:33.094107 True [   18290.191609] 0003 0036 0000020f
2022-03-16 15:08:33.110440 True [   18290.207557] 0003 0035 000002be
2022-03-16 15:08:33.110440 True [   18290.207557] 0003 0036 0000020f
2022-03-16 15:08:33.127344 True [   18290.224843] 0003 0035 000002be
2022-03-16 15:08:33.127344 True [   18290.224843] 0003 0036 0000020f
2022-03-16 15:08:33.144363 True [   18290.241544] 0003 0035 000002ba
2022-03-16 15:08:33.144363 True [   18290.241544] 0003 0036 0000020f
2022-03-16 15:08:33.161006 True [   18290.258811] 0003 0035 000002ba
2022-03-16 15:08:33.161006 True [   18290.258811] 0003 0036 0000020f
2022-03-16 15:08:33.177553 True [   18290.275183] 0003 0035 000002ba
2022-03-16 15:08:33.177553 True [   18290.275183] 0003 0036 0000020f
2022-03-16 15:08:33.197059 True [   18290.293517] 0003 0035 000002ba
2022-03-16 15:08:33.198068 True [   18290.293517] 0003 0036 0000020f
2022-03-16 15:08:33.212328 True [   18290.309363] 0003 0035 000002b6
2022-03-16 15:08:33.212328 True [   18290.309363] 0003 0036 0000020f
2022-03-16 15:08:33.229333 True [   18290.326748] 0003 0035 000002b6
2022-03-16 15:08:33.230322 True [   18290.326748] 0003 0036 0000020f
2022-03-16 15:08:33.246117 True [   18290.343574] 0003 0035 000002b6
2022-03-16 15:08:33.246117 True [   18290.343574] 0003 0036 0000020f
2022-03-16 15:08:33.263088 True [   18290.360167] 0003 0035 000002b2
2022-03-16 15:08:33.263088 True [   18290.360167] 0003 0036 0000020f
2022-03-16 15:08:33.279957 True [   18290.377512] 0003 0035 000002ae
2022-03-16 15:08:33.279957 True [   18290.377512] 0003 0036 0000020f
2022-03-16 15:08:33.297923 True [   18290.394213] 0003 0035 000002aa
2022-03-16 15:08:33.297923 True [   18290.394213] 0003 0036 0000020f
2022-03-16 15:08:33.313106 True [   18290.410654] 0003 0035 000002a3
2022-03-16 15:08:33.313106 True [   18290.410654] 0003 0036 0000020d
2022-03-16 15:08:33.330398 True [   18290.427838] 0003 0035 0000029c
2022-03-16 15:08:33.330398 True [   18290.427838] 0003 0036 0000020d
2022-03-16 15:08:33.347717 True [   18290.445307] 0003 0035 00000295
2022-03-16 15:08:33.347717 True [   18290.445307] 0003 0036 0000020b
2022-03-16 15:08:33.363984 True [   18290.461913] 0003 0035 0000028f
2022-03-16 15:08:33.363984 True [   18290.461913] 0003 0036 0000020b
2022-03-16 15:08:33.381306 True [   18290.479089] 0003 0035 00000289
2022-03-16 15:08:33.381306 True [   18290.479089] 0003 0036 0000020b
2022-03-16 15:08:33.398359 True [   18290.496190] 0003 0035 00000284
2022-03-16 15:08:33.398359 True [   18290.496190] 0003 0036 0000020b
2022-03-16 15:08:33.416092 True [   18290.513178] 0003 0035 00000280
2022-03-16 15:08:33.416092 True [   18290.513178] 0003 0036 0000020b
2022-03-16 15:08:33.432092 True [   18290.529676] 0003 0035 0000027c
2022-03-16 15:08:33.432092 True [   18290.529676] 0003 0036 0000020b
2022-03-16 15:08:33.449609 True [   18290.546179] 0003 0035 0000027c
2022-03-16 15:08:33.449609 True [   18290.546179] 0003 0036 0000020b
2022-03-16 15:08:33.466145 True [   18290.563446] 0003 0035 00000278
2022-03-16 15:08:33.466145 True [   18290.563446] 0003 0036 0000020b
2022-03-16 15:08:33.483203 True [   18290.580437] 0003 0035 00000278
2022-03-16 15:08:33.483203 True [   18290.580437] 0003 0036 0000020b
2022-03-16 15:08:33.500303 True [   18290.597324] 0003 0035 00000273
2022-03-16 15:08:33.500303 True [   18290.597324] 0003 0036 0000020b
2022-03-16 15:08:33.517928 True [   18290.614657] 0003 0035 00000273
2022-03-16 15:08:33.517928 True [   18290.614657] 0003 0036 0000020b
2022-03-16 15:08:33.534637 True [   18290.631696] 0003 0035 0000026f
2022-03-16 15:08:33.534637 True [   18290.631696] 0003 0036 0000020b
2022-03-16 15:08:33.550800 True [   18290.648422] 0003 0035 0000026f
2022-03-16 15:08:33.550800 True [   18290.648422] 0003 0036 0000020b
2022-03-16 15:08:33.568194 True [   18290.664935] 0003 0035 0000026b
2022-03-16 15:08:33.568194 True [   18290.664935] 0003 0036 00000209
2022-03-16 15:08:33.585414 True [   18290.681639] 0003 0035 0000026b
2022-03-16 15:08:33.585414 True [   18290.681639] 0003 0036 00000209
2022-03-16 15:08:33.603210 True [   18290.699871] 0003 0035 00000267
2022-03-16 15:08:33.603210 True [   18290.699871] 0003 0036 00000209
2022-03-16 15:08:33.619185 True [   18290.715850] 0003 0035 00000267
2022-03-16 15:08:33.619185 True [   18290.715850] 0003 0036 00000209
2022-03-16 15:08:33.635702 True [   18290.732495] 0003 0035 00000267
2022-03-16 15:08:33.635702 True [   18290.732495] 0003 0036 00000209
2022-03-16 15:08:33.652260 True [   18290.749535] 0003 0035 00000267
2022-03-16 15:08:33.652260 True [   18290.749535] 0003 0036 00000209
2022-03-16 15:08:33.669008 True [   18290.766453] 0003 0035 00000263
2022-03-16 15:08:33.669008 True [   18290.766453] 0003 0036 00000209
2022-03-16 15:08:33.685805 True [   18290.783456] 0003 0035 00000263
2022-03-16 15:08:33.685805 True [   18290.783456] 0003 0036 00000209
2022-03-16 15:08:33.703356 True [   18290.800713] 0003 0035 00000263
2022-03-16 15:08:33.703356 True [   18290.800713] 0003 0036 00000209
2022-03-16 15:08:33.719347 True [   18290.817332] 0003 0035 00000263
2022-03-16 15:08:33.719347 True [   18290.817332] 0003 0036 00000209
2022-03-16 15:08:33.737327 True [   18290.834113] 0003 0035 0000025f
2022-03-16 15:08:33.737327 True [   18290.834113] 0003 0036 00000209
2022-03-16 15:08:33.753970 True [   18290.851094] 0003 0035 0000025f
2022-03-16 15:08:33.753970 True [   18290.851094] 0003 0036 00000209
2022-03-16 15:08:33.771462 True [   18290.868421] 0003 0035 0000025b
2022-03-16 15:08:33.771462 True [   18290.868421] 0003 0036 00000209
2022-03-16 15:08:33.788408 True [   18290.885446] 0003 0035 00000257
2022-03-16 15:08:33.789428 True [   18290.885446] 0003 0036 00000207
2022-03-16 15:08:33.806376 True [   18290.902581] 0003 0035 00000251
2022-03-16 15:08:33.806376 True [   18290.902581] 0003 0036 00000207
2022-03-16 15:08:33.822359 True [   18290.919299] 0003 0035 0000024a
2022-03-16 15:08:33.822359 True [   18290.919299] 0003 0036 00000205
2022-03-16 15:08:33.838622 True [   18290.935725] 0003 0035 00000241
2022-03-16 15:08:33.838622 True [   18290.935725] 0003 0036 00000203
2022-03-16 15:08:33.856085 True [   18290.953005] 0003 0035 00000238
2022-03-16 15:08:33.856085 True [   18290.953005] 0003 0036 00000203
2022-03-16 15:08:33.873064 True [   18290.970319] 0003 0035 00000230
2022-03-16 15:08:33.873064 True [   18290.970319] 0003 0036 00000201
2022-03-16 15:08:33.891284 True [   18290.987886] 0003 0035 00000229
2022-03-16 15:08:33.891284 True [   18290.987886] 0003 0036 00000201
2022-03-16 15:08:33.909717 True [   18291.004376] 0003 0035 00000222
2022-03-16 15:08:33.909717 True [   18291.004376] 0003 0036 00000201
2022-03-16 15:08:33.923026 True [   18291.020552] 0003 0035 0000021c
2022-03-16 15:08:33.923026 True [   18291.020552] 0003 0036 00000201
2022-03-16 15:08:33.940730 True [   18291.037491] 0003 0035 00000217
2022-03-16 15:08:33.940730 True [   18291.037491] 0003 0036 00000201
2022-03-16 15:08:33.957337 True [   18291.054190] 0003 0035 00000212
2022-03-16 15:08:33.958339 True [   18291.054190] 0003 0036 00000201
2022-03-16 15:08:33.974279 True [   18291.071582] 0003 0035 0000020e
2022-03-16 15:08:33.974279 True [   18291.071582] 0003 0036 00000201
2022-03-16 15:08:33.991386 True [   18291.088413] 0003 0035 0000020e
2022-03-16 15:08:33.992400 True [   18291.088413] 0003 0036 00000201
2022-03-16 15:08:34.011367 True [   18291.105382] 0003 0035 0000020e
2022-03-16 15:08:34.011367 True [   18291.105382] 0003 0036 00000201
2022-03-16 15:08:34.025332 True [   18291.122314] 0003 0035 0000020a
2022-03-16 15:08:34.025332 True [   18291.122314] 0003 0036 000001ff
2022-03-16 15:08:34.041716 True [   18291.139237] 0003 0035 0000020a
2022-03-16 15:08:34.041716 True [   18291.139237] 0003 0036 000001ff
2022-03-16 15:08:34.059894 True [   18291.156539] 0003 0035 00000206
2022-03-16 15:08:34.059894 True [   18291.156539] 0003 0036 000001ff
2022-03-16 15:08:34.075844 True [   18291.172988] 0003 0035 00000206
2022-03-16 15:08:34.075844 True [   18291.172988] 0003 0036 000001ff
2022-03-16 15:08:34.093143 True [   18291.190370] 0003 0035 00000206
