Mode = area stim
    verts = 4 
    radius = 550 
    center = (800, 1280) 
    first_angle = 2.017425798756432 
    wm_size = [1600 2560] 
    stim_amp = 6 
    baseline_stim = 4
    current_stim_group = audio
    sense_zone = 0
    ===============================
2022-04-02 14:06:37.591181 False [  145911.481941] 0003 0036 00000105
2022-04-02 14:06:37.717829 False [  145911.614232] 0003 0036 00000106
2022-04-02 14:06:37.744329 False [  145911.631004] 0003 0036 00000108
2022-04-02 14:06:37.744329 False [  145911.639125] 0003 0036 00000109
2022-04-02 14:06:37.758981 False [  145911.655291] 0003 0036 0000010a
2022-04-02 14:06:37.766296 False [  145911.663880] 0003 0035 000000de
2022-04-02 14:06:37.766296 False [  145911.663880] 0003 0036 0000010b
2022-04-02 14:06:37.781406 False [  145911.672090] 0003 0035 000000df
2022-04-02 14:06:37.781406 False [  145911.672090] 0003 0036 0000010c
2022-04-02 14:06:37.792477 False [  145911.680617] 0003 0035 000000e0
2022-04-02 14:06:37.792477 False [  145911.680617] 0003 0036 0000010d
2022-04-02 14:06:37.795909 False [  145911.688577] 0003 0036 0000010f
2022-04-02 14:06:37.805438 False [  145911.705192] 0003 0035 000000e1
2022-04-02 14:06:37.805438 False [  145911.705192] 0003 0036 00000111
2022-04-02 14:06:37.813776 False [  145911.713588] 0003 0035 000000e2
2022-04-02 14:06:37.813776 False [  145911.713588] 0003 0036 00000112
2022-04-02 14:06:37.825259 False [  145911.721798] 0003 0035 000000e3
2022-04-02 14:06:37.825259 False [  145911.721798] 0003 0036 00000113
2022-04-02 14:06:37.831851 False [  145911.730580] 0003 0035 000000e4
2022-04-02 14:06:37.831851 False [  145911.730580] 0003 0036 00000114
2022-04-02 14:06:37.840663 False [  145911.738548] 0003 0035 000000e5
2022-04-02 14:06:37.840663 False [  145911.738548] 0003 0036 00000115
2022-04-02 14:06:37.847631 False [  145911.746849] 0003 0035 000000e6
2022-04-02 14:06:37.847631 False [  145911.746849] 0003 0036 00000116
2022-04-02 14:06:37.855957 False [  145911.755199] 0003 0035 000000e7
2022-04-02 14:06:37.855957 False [  145911.755199] 0003 0036 00000118
2022-04-02 14:06:37.864612 False [  145911.763452] 0003 0035 000000e8
2022-04-02 14:06:37.864612 False [  145911.763452] 0003 0036 00000119
2022-04-02 14:06:37.880888 False [  145911.771663] 0003 0036 0000011a
2022-04-02 14:06:37.888254 False [  145911.780313] 0003 0035 000000e9
2022-04-02 14:06:37.888254 False [  145911.780313] 0003 0036 0000011b
2022-04-02 14:06:37.898205 False [  145911.788331] 0003 0035 000000ea
2022-04-02 14:06:37.898205 False [  145911.788331] 0003 0036 0000011c
2022-04-02 14:06:37.906956 False [  145911.796896] 0003 0035 000000eb
2022-04-02 14:06:37.906956 False [  145911.796896] 0003 0036 0000011d
2022-04-02 14:06:37.930898 False [  145911.804983] 0003 0036 0000011f
2022-04-02 14:06:37.940499 False [  145911.813389] 0003 0035 000000ec
2022-04-02 14:06:37.940499 False [  145911.822002] 0003 0035 000000ed
2022-04-02 14:06:37.940499 False [  145911.822002] 0003 0036 00000120
2022-04-02 14:06:37.940499 False [  145911.829973] 0003 0035 000000ee
2022-04-02 14:06:37.940499 False [  145911.829973] 0003 0036 00000121
2022-04-02 14:06:37.949122 False [  145911.838231] 0003 0035 000000ef
2022-04-02 14:06:37.949122 False [  145911.838231] 0003 0036 00000123
2022-04-02 14:06:37.974924 False [  145911.846574] 0003 0035 000000f0
2022-04-02 14:06:37.974924 False [  145911.846574] 0003 0036 00000124
2022-04-02 14:06:37.974924 False [  145911.854931] 0003 0035 000000f1
2022-04-02 14:06:37.974924 False [  145911.854931] 0003 0036 00000125
2022-04-02 14:06:38.009199 False [  145911.863580] 0003 0035 000000f2
2022-04-02 14:06:38.009199 False [  145911.863580] 0003 0036 00000127
2022-04-02 14:06:38.009199 False [  145911.871508] 0003 0035 000000f3
2022-04-02 14:06:38.009199 False [  145911.871508] 0003 0036 00000128
2022-04-02 14:06:38.009199 False [  145911.880168] 0003 0035 000000f4
2022-04-02 14:06:38.009199 False [  145911.880168] 0003 0036 0000012a
2022-04-02 14:06:38.032849 False [  145911.888244] 0003 0035 000000f5
2022-04-02 14:06:38.032849 False [  145911.897218] 0003 0035 000000f6
2022-04-02 14:06:38.033851 False [  145911.897218] 0003 0036 0000012b
2022-04-02 14:06:38.033851 False [  145911.904641] 0003 0036 0000012d
2022-04-02 14:06:38.033851 False [  145911.913157] 0003 0035 000000f7
2022-04-02 14:06:38.033851 False [  145911.913157] 0003 0036 0000012e
2022-04-02 14:06:38.067443 False [  145911.921375] 0003 0035 000000f8
2022-04-02 14:06:38.067443 False [  145911.921375] 0003 0036 0000012f
2022-04-02 14:06:38.067443 False [  145911.930880] 0003 0035 000000f9
2022-04-02 14:06:38.067443 False [  145911.930880] 0003 0036 00000130
2022-04-02 14:06:38.067443 False [  145911.938455] 0003 0035 000000fa
2022-04-02 14:06:38.067443 False [  145911.938455] 0003 0036 00000131
2022-04-02 14:06:38.099914 False [  145911.946382] 0003 0035 000000fb
2022-04-02 14:06:38.099914 False [  145911.946382] 0003 0036 00000133
2022-04-02 14:06:38.099914 False [  145911.954837] 0003 0035 000000fc
2022-04-02 14:06:38.099914 False [  145911.954837] 0003 0036 00000134
2022-04-02 14:06:38.099914 False [  145911.962979] 0003 0035 000000fd
2022-04-02 14:06:38.099914 False [  145911.962979] 0003 0036 00000135
2022-04-02 14:06:38.099914 False [  145911.971160] 0003 0035 000000fe
2022-04-02 14:06:38.099914 False [  145911.971160] 0003 0036 00000137
2022-04-02 14:06:38.123745 False [  145911.979721] 0003 0035 000000ff
2022-04-02 14:06:38.123745 False [  145911.979721] 0003 0036 00000139
2022-04-02 14:06:38.123745 False [  145911.987845] 0003 0035 00000101
