Mode = area stim
    verts = 5 
    radius = 550 
    center = (800, 1280) 
    first_angle = 1.6793070579893647 
    wm_size = [1600 2560] 
    stim_amp = 3 
    baseline_stim = 2
    current_stim_group = 0
    sense_zone = 0
    ===============================
2022-04-02 17:48:45.864284 False [  159248.973938] 0003 0036 00000325
2022-04-02 17:48:47.383405 False [  159250.487866] 0003 0035 0000034f
2022-04-02 17:48:47.383405 False [  159250.487866] 0003 0036 000002b3
2022-04-02 17:48:47.383405 False [  159250.495890] 0003 0035 00000323
2022-04-02 17:48:47.464320 False [  159250.509357] 0003 0035 000002fa
2022-04-02 17:48:47.464320 False [  159250.509357] 0003 0036 000002b4
2022-04-02 17:48:47.464320 False [  159250.520790] 0003 0035 000002ad
2022-04-02 17:48:47.464320 False [  159250.525806] 0003 0035 0000028d
2022-04-02 17:48:47.464320 False [  159250.525806] 0003 0036 000002b3
2022-04-02 17:48:47.464320 False [  159250.533902] 0003 0035 00000273
2022-04-02 17:48:47.528752 False [  159250.544992] 0003 0035 0000025b
2022-04-02 17:48:47.528752 False [  159250.544992] 0003 0036 000002b2
2022-04-02 17:48:47.528752 False [  159250.555721] 0003 0035 00000248
2022-04-02 17:48:47.528752 False [  159250.555721] 0003 0036 000002b0
2022-04-02 17:48:47.528752 False [  159250.566880] 0003 0035 0000023b
2022-04-02 17:48:47.528752 False [  159250.566880] 0003 0036 000002af
2022-04-02 17:48:47.528752 False [  159250.578586] 0003 0035 0000022d
2022-04-02 17:48:47.528752 False [  159250.578586] 0003 0036 000002ab
2022-04-02 17:48:47.528752 False [  159250.590892] 0003 0035 0000022a
2022-04-02 17:48:47.528752 False [  159250.603905] 0003 0035 00000229
2022-04-02 17:48:47.528752 False [  159250.603905] 0003 0036 000002aa
2022-04-02 17:48:47.528752 False [  159250.614769] 0003 0035 0000022a
2022-04-02 17:48:47.581924 False [  159250.625412] 0003 0035 0000022b
2022-04-02 17:48:47.581924 False [  159250.637130] 0003 0035 0000023a
2022-04-02 17:48:47.581924 False [  159250.637130] 0003 0036 000002a7
2022-04-02 17:48:47.581924 False [  159250.647887] 0003 0035 00000243
2022-04-02 17:48:47.581924 False [  159250.647887] 0003 0036 000002a6
2022-04-02 17:48:47.581924 False [  159250.658022] 0003 0035 00000262
2022-04-02 17:48:47.581924 False [  159250.658022] 0003 0036 000002a4
2022-04-02 17:48:47.581924 False [  159250.667287] 0003 0035 00000280
2022-04-02 17:48:47.581924 False [  159250.677425] 0003 0035 000002c5
2022-04-02 17:48:47.581924 False [  159250.677425] 0003 0036 000002a8
2022-04-02 17:48:47.647946 False [  159250.688876] 0003 0035 000002ea
2022-04-02 17:48:47.647946 False [  159250.688876] 0003 0036 000002ae
2022-04-02 17:48:47.647946 False [  159250.699573] 0003 0035 0000030f
2022-04-02 17:48:47.647946 False [  159250.699573] 0003 0036 000002b7
2022-04-02 17:48:47.647946 False [  159250.712288] 0003 0035 00000331
2022-04-02 17:48:47.647946 False [  159250.712288] 0003 0036 000002bf
2022-04-02 17:48:47.647946 False [  159250.724151] 0003 0035 00000367
2022-04-02 17:48:47.647946 False [  159250.724151] 0003 0036 000002d8
2022-04-02 17:48:47.647946 False [  159250.726118] 0003 0035 0000037b
2022-04-02 17:48:47.647946 False [  159250.726118] 0003 0036 000002e4
2022-04-02 17:48:47.647946 False [  159250.733330] 0003 0035 00000387
2022-04-02 17:48:47.647946 False [  159250.733330] 0003 0036 000002f1
2022-04-02 17:48:47.718412 False [  159250.743959] 0003 0035 00000391
2022-04-02 17:48:47.718412 False [  159250.743959] 0003 0036 000002fd
2022-04-02 17:48:47.718412 False [  159250.755624] 0003 0035 00000394
2022-04-02 17:48:47.718412 False [  159250.755624] 0003 0036 00000309
2022-04-02 17:48:47.718412 False [  159250.766644] 0003 0035 00000396
2022-04-02 17:48:47.718412 False [  159250.766644] 0003 0036 00000315
2022-04-02 17:48:47.718412 False [  159250.777174] 0003 0035 00000393
2022-04-02 17:48:47.718412 False [  159250.777174] 0003 0036 00000320
2022-04-02 17:48:47.718412 False [  159250.787797] 0003 0035 0000038e
2022-04-02 17:48:47.718412 False [  159250.787797] 0003 0036 0000032d
2022-04-02 17:48:47.718412 False [  159250.798660] 0003 0035 00000383
2022-04-02 17:48:47.718412 False [  159250.798660] 0003 0036 0000033e
2022-04-02 17:48:47.785446 False [  159250.807576] 0003 0035 00000373
2022-04-02 17:48:47.785446 True [  159250.807576] 0003 0036 00000350
2022-04-02 17:48:47.785446 True [  159250.819568] 0003 0035 00000361
2022-04-02 17:48:47.785446 True [  159250.855510] 0003 0036 000003a8
2022-04-02 17:48:47.785446 True [  159250.866838] 0003 0035 000002d1
2022-04-02 17:48:47.785446 True [  159250.866838] 0003 0036 000003b1
2022-04-02 17:48:47.797873 True [  159250.877961] 0003 0035 000002ad
2022-04-02 17:48:47.797873 True [  159250.877961] 0003 0036 000003bf
2022-04-02 17:48:47.797873 True [  159250.888734] 0003 0035 000002a0
2022-04-02 17:48:47.797873 True [  159250.888734] 0003 0036 000003c6
2022-04-02 17:48:47.797873 True [  159250.899347] 0003 0035 00000296
2022-04-02 17:48:47.797873 True [  159250.899347] 0003 0036 000003ca
2022-04-02 17:48:47.797873 True [  159250.909546] 0003 0035 0000028d
2022-04-02 17:48:47.797873 True [  159250.909546] 0003 0036 000003cd
2022-04-02 17:48:47.797873 True [  159250.919666] 0003 0036 000003ce
2022-04-02 17:48:47.857493 True [  159250.941110] 0003 0035 00000298
2022-04-02 17:48:47.857493 True [  159250.941110] 0003 0036 000003ca
2022-04-02 17:48:47.857493 True [  159250.949473] 0003 0035 0000029f
2022-04-02 17:48:47.857493 True [  159250.949473] 0003 0036 000003c8
2022-04-02 17:48:47.896050 True [  159250.958982] 0003 0035 000002c7
2022-04-02 17:48:47.896050 True [  159250.958982] 0003 0036 000003ba
2022-04-02 17:48:47.896050 True [  159250.968902] 0003 0035 000002ea
2022-04-02 17:48:47.896050 True [  159250.968902] 0003 0036 000003af
2022-04-02 17:48:47.896050 True [  159250.977046] 0003 0035 00000308
2022-04-02 17:48:47.896050 True [  159250.977046] 0003 0036 000003aa
2022-04-02 17:48:47.896050 True [  159250.986693] 0003 0035 0000032f
2022-04-02 17:48:47.896050 True [  159250.986693] 0003 0036 000003a4
2022-04-02 17:48:47.896050 True [  159250.997242] 0003 0035 00000358
2022-04-02 17:48:47.896050 True [  159250.997242] 0003 0036 0000039f
2022-04-02 17:48:47.896050 True [  159251.008611] 0003 0035 0000037d
2022-04-02 17:48:47.896050 True [  159251.008611] 0003 0036 0000039d
2022-04-02 17:48:47.912093 True [  159251.017917] 0003 0035 000003c0
2022-04-02 17:48:47.912093 True [  159251.017917] 0003 0036 0000039b
2022-04-02 17:48:47.912093 True [  159251.027942] 0003 0035 000003dd
2022-04-02 17:48:47.912093 True [  159251.042157] 0003 0035 000003f6
2022-04-02 17:48:47.912093 True [  159251.042157] 0003 0036 0000039a
2022-04-02 17:48:47.953143 True [  159251.049063] 0003 0035 0000040f
2022-04-02 17:48:47.953143 True [  159251.049063] 0003 0036 00000398
2022-04-02 17:48:47.953143 True [  159251.057487] 0003 0035 00000418
2022-04-02 17:48:47.953143 True [  159251.057487] 0003 0036 00000397
2022-04-02 17:48:48.006299 True [  159251.065800] 0003 0035 0000041e
2022-04-02 17:48:48.006299 True [  159251.065800] 0003 0036 00000396
2022-04-02 17:48:48.006299 True [  159251.079852] 0003 0035 00000422
2022-04-02 17:48:48.006299 True [  159251.079852] 0003 0036 00000395
2022-04-02 17:48:48.006299 True [  159251.090044] 0003 0035 00000424
2022-04-02 17:48:48.006299 True [  159251.103847] 0003 0035 00000425
2022-04-02 17:48:48.006299 True [  159251.103847] 0003 0036 00000394
2022-04-02 17:48:48.054166 True [  159251.114298] 0003 0035 00000426
2022-04-02 17:48:48.054166 True [  159251.114298] 0003 0036 00000393
2022-04-02 17:48:48.054166 True [  159251.122344] 0003 0035 00000422
2022-04-02 17:48:48.054166 True [  159251.129721] 0003 0035 00000416
2022-04-02 17:48:48.054166 True [  159251.140158] 0003 0035 00000401
2022-04-02 17:48:48.054166 True [  159251.140158] 0003 0036 00000394
2022-04-02 17:48:48.054166 True [  159251.145554] 0003 0035 000003e0
2022-04-02 17:48:48.054166 True [  159251.145554] 0003 0036 00000399
2022-04-02 17:48:48.075279 True [  159251.156237] 0003 0035 000003c1
2022-04-02 17:48:48.075279 True [  159251.156237] 0003 0036 0000039d
2022-04-02 17:48:48.075279 True [  159251.163765] 0003 0035 0000039b
2022-04-02 17:48:48.075279 True [  159251.163765] 0003 0036 000003a4
2022-04-02 17:48:48.075279 True [  159251.173658] 0003 0035 00000376
2022-04-02 17:48:48.075279 True [  159251.173658] 0003 0036 000003ab
2022-04-02 17:48:48.075279 True [  159251.182387] 0003 0035 00000333
2022-04-02 17:48:48.075279 True [  159251.182387] 0003 0036 000003ba
2022-04-02 17:48:48.075279 True [  159251.191323] 0003 0035 00000317
2022-04-02 17:48:48.075279 True [  159251.191323] 0003 0036 000003bf
2022-04-02 17:48:48.075279 True [  159251.198764] 0003 0035 000002fd
2022-04-02 17:48:48.075279 True [  159251.198764] 0003 0036 000003c2
2022-04-02 17:48:48.133987 True [  159251.207185] 0003 0035 000002e6
2022-04-02 17:48:48.133987 True [  159251.207185] 0003 0036 000003c7
2022-04-02 17:48:48.134988 True [  159251.215303] 0003 0035 000002d4
2022-04-02 17:48:48.134988 True [  159251.215303] 0003 0036 000003c9
2022-04-02 17:48:48.134988 True [  159251.225937] 0003 0035 000002c5
2022-04-02 17:48:48.134988 True [  159251.225937] 0003 0036 000003ca
2022-04-02 17:48:48.167564 True [  159251.233012] 0003 0035 000002ba
2022-04-02 17:48:48.167564 True [  159251.233012] 0003 0036 000003c8
2022-04-02 17:48:48.167564 True [  159251.243843] 0003 0035 000002b3
2022-04-02 17:48:48.167564 True [  159251.243843] 0003 0036 000003c6
2022-04-02 17:48:48.167564 True [  159251.254709] 0003 0035 000002b0
2022-04-02 17:48:48.167564 True [  159251.254709] 0003 0036 000003c4
2022-04-02 17:48:48.167564 True [  159251.263143] 0003 0035 000002af
2022-04-02 17:48:48.167564 True [  159251.263143] 0003 0036 000003c1
2022-04-02 17:48:48.167564 True [  159251.272740] 0003 0035 000002b0
2022-04-02 17:48:48.221403 True [  159251.290153] 0003 0035 000002bc
2022-04-02 17:48:48.221403 True [  159251.290153] 0003 0036 000003b7
