Mode = area stim
    verts = 5 
    radius = 550 
    center = (800, 1280) 
    first_angle = 2.817848924194277 
    wm_size = [1600 2560] 
    stim_amp = 6 
    baseline_stim = 4
    current_stim_group = audio
    sense_zone = 0
    ===============================
2022-04-02 14:22:55.330648 False [  146898.625872] 0003 0036 00000197
2022-04-02 14:22:55.478353 False [  146898.740000] 0003 0035 00000173
2022-04-02 14:22:55.478353 False [  146898.740000] 0003 0036 00000198
2022-04-02 14:22:55.572591 False [  146898.748780] 0003 0035 00000174
2022-04-02 14:22:55.572591 False [  146898.748780] 0003 0036 00000199
2022-04-02 14:22:55.572591 False [  146898.761272] 0003 0035 00000175
2022-04-02 14:22:55.572591 False [  146898.761272] 0003 0036 0000019a
2022-04-02 14:22:55.572591 False [  146898.771600] 0003 0035 00000176
2022-04-02 14:22:55.572591 False [  146898.771600] 0003 0036 0000019c
2022-04-02 14:22:55.572591 False [  146898.780943] 0003 0035 00000179
2022-04-02 14:22:55.572591 False [  146898.780943] 0003 0036 0000019e
2022-04-02 14:22:55.572591 False [  146898.791490] 0003 0035 0000017b
2022-04-02 14:22:55.572591 False [  146898.791490] 0003 0036 000001a0
2022-04-02 14:22:55.635776 False [  146898.802990] 0003 0035 0000017f
2022-04-02 14:22:55.635776 False [  146898.802990] 0003 0036 000001a5
2022-04-02 14:22:55.635776 False [  146898.814061] 0003 0035 00000181
2022-04-02 14:22:55.635776 False [  146898.814061] 0003 0036 000001a8
2022-04-02 14:22:55.635776 False [  146898.828175] 0003 0035 00000183
2022-04-02 14:22:55.635776 False [  146898.828175] 0003 0036 000001aa
2022-04-02 14:22:55.635776 False [  146898.838706] 0003 0035 00000188
2022-04-02 14:22:55.635776 False [  146898.838706] 0003 0036 000001af
2022-04-02 14:22:55.635776 False [  146898.849716] 0003 0035 0000018b
2022-04-02 14:22:55.635776 False [  146898.849716] 0003 0036 000001b3
2022-04-02 14:22:55.635776 False [  146898.860981] 0003 0035 0000018f
2022-04-02 14:22:55.635776 False [  146898.860981] 0003 0036 000001ba
2022-04-02 14:22:55.635776 False [  146898.874065] 0003 0035 00000193
2022-04-02 14:22:55.635776 False [  146898.874065] 0003 0036 000001bd
2022-04-02 14:22:55.635776 False [  146898.885721] 0003 0035 0000019a
2022-04-02 14:22:55.635776 False [  146898.885721] 0003 0036 000001c5
2022-04-02 14:22:55.718317 False [  146898.897424] 0003 0035 0000019d
2022-04-02 14:22:55.718317 False [  146898.897424] 0003 0036 000001ca
2022-04-02 14:22:55.718317 False [  146898.909644] 0003 0035 0000019f
2022-04-02 14:22:55.718317 False [  146898.909644] 0003 0036 000001cd
2022-04-02 14:22:55.718317 False [  146898.920756] 0003 0035 000001a5
2022-04-02 14:22:55.718317 False [  146898.920756] 0003 0036 000001d4
2022-04-02 14:22:55.718317 False [  146898.930814] 0003 0035 000001a9
2022-04-02 14:22:55.718317 False [  146898.930814] 0003 0036 000001d8
2022-04-02 14:22:55.718317 False [  146898.938788] 0003 0035 000001ac
2022-04-02 14:22:55.718317 False [  146898.938788] 0003 0036 000001dc
2022-04-02 14:22:55.718317 False [  146898.947993] 0003 0035 000001b0
2022-04-02 14:22:55.718317 False [  146898.947993] 0003 0036 000001df
2022-04-02 14:22:55.788695 False [  146898.958988] 0003 0035 000001b6
2022-04-02 14:22:55.788695 False [  146898.958988] 0003 0036 000001e8
2022-04-02 14:22:55.788695 False [  146898.973036] 0003 0035 000001b8
2022-04-02 14:22:55.788695 False [  146898.973036] 0003 0036 000001eb
2022-04-02 14:22:55.788695 False [  146898.985451] 0003 0035 000001be
2022-04-02 14:22:55.788695 False [  146898.985451] 0003 0036 000001f2
2022-04-02 14:22:55.788695 False [  146898.997044] 0003 0035 000001c1
2022-04-02 14:22:55.788695 False [  146898.997044] 0003 0036 000001f6
2022-04-02 14:22:55.788695 False [  146899.008650] 0003 0035 000001c5
2022-04-02 14:22:55.788695 False [  146899.008650] 0003 0036 000001fa
2022-04-02 14:22:55.788695 False [  146899.020124] 0003 0035 000001cc
2022-04-02 14:22:55.788695 False [  146899.020124] 0003 0036 00000202
2022-04-02 14:22:55.788695 False [  146899.031311] 0003 0035 000001cf
2022-04-02 14:22:55.788695 False [  146899.031311] 0003 0036 00000206
2022-04-02 14:22:55.841772 False [  146899.041219] 0003 0035 000001d7
2022-04-02 14:22:55.841772 False [  146899.041219] 0003 0036 0000020f
2022-04-02 14:22:55.841772 False [  146899.050876] 0003 0035 000001da
2022-04-02 14:22:55.841772 False [  146899.050876] 0003 0036 00000214
2022-04-02 14:22:55.841772 False [  146899.060486] 0003 0035 000001de
2022-04-02 14:22:55.841772 False [  146899.060486] 0003 0036 00000219
2022-04-02 14:22:55.841772 False [  146899.071055] 0003 0035 000001e1
2022-04-02 14:22:55.841772 False [  146899.071055] 0003 0036 0000021d
2022-04-02 14:22:55.841772 False [  146899.082514] 0003 0035 000001e4
2022-04-02 14:22:55.841772 False [  146899.082514] 0003 0036 00000221
2022-04-02 14:22:55.841772 False [  146899.094507] 0003 0035 000001e9
2022-04-02 14:22:55.841772 False [  146899.094507] 0003 0036 00000228
2022-04-02 14:22:55.841772 False [  146899.102178] 0003 0035 000001ec
2022-04-02 14:22:55.841772 False [  146899.102178] 0003 0036 0000022b
2022-04-02 14:22:55.841772 False [  146899.105849] 0003 0035 000001f0
2022-04-02 14:22:55.841772 False [  146899.105849] 0003 0036 0000022d
2022-04-02 14:22:55.906923 False [  146899.114063] 0003 0035 000001f2
2022-04-02 14:22:55.906923 False [  146899.114063] 0003 0036 00000230
2022-04-02 14:22:55.906923 False [  146899.122576] 0003 0035 000001f4
2022-04-02 14:22:55.906923 False [  146899.122576] 0003 0036 00000233
2022-04-02 14:22:55.906923 False [  146899.130915] 0003 0035 000001f7
2022-04-02 14:22:55.906923 False [  146899.130915] 0003 0036 00000235
2022-04-02 14:22:55.906923 False [  146899.143554] 0003 0035 000001f8
2022-04-02 14:22:55.906923 False [  146899.143554] 0003 0036 00000238
2022-04-02 14:22:55.906923 False [  146899.155274] 0003 0035 000001fa
2022-04-02 14:22:55.906923 False [  146899.155274] 0003 0036 0000023a
2022-04-02 14:22:55.992457 False [  146899.166513] 0003 0035 000001fb
2022-04-02 14:22:55.992457 False [  146899.166513] 0003 0036 0000023d
2022-04-02 14:22:55.992457 False [  146899.179172] 0003 0035 000001fe
2022-04-02 14:22:55.992457 False [  146899.179172] 0003 0036 00000240
2022-04-02 14:22:55.992457 False [  146899.190675] 0003 0035 00000201
2022-04-02 14:22:55.992457 False [  146899.190675] 0003 0036 00000243
2022-04-02 14:22:55.992457 False [  146899.201090] 0003 0035 00000204
2022-04-02 14:22:55.992457 False [  146899.201090] 0003 0036 00000246
2022-04-02 14:22:55.992457 False [  146899.212060] 0003 0035 00000205
2022-04-02 14:22:55.992457 False [  146899.212060] 0003 0036 00000248
2022-04-02 14:22:55.992457 False [  146899.220206] 0003 0035 00000206
2022-04-02 14:22:55.992457 False [  146899.220206] 0003 0036 0000024a
2022-04-02 14:22:56.061208 False [  146899.232668] 0003 0035 00000208
2022-04-02 14:22:56.061208 False [  146899.232668] 0003 0036 0000024b
2022-04-02 14:22:56.061208 False [  146899.244414] 0003 0035 0000020a
2022-04-02 14:22:56.061208 False [  146899.244414] 0003 0036 0000024f
2022-04-02 14:22:56.061208 False [  146899.257710] 0003 0035 0000020c
2022-04-02 14:22:56.061208 False [  146899.257710] 0003 0036 00000250
2022-04-02 14:22:56.061208 False [  146899.268374] 0003 0035 0000020e
2022-04-02 14:22:56.061208 False [  146899.268374] 0003 0036 00000253
2022-04-02 14:22:56.061208 False [  146899.280739] 0003 0035 00000210
2022-04-02 14:22:56.061208 False [  146899.280739] 0003 0036 00000254
2022-04-02 14:22:56.061208 False [  146899.293420] 0003 0035 00000211
2022-04-02 14:22:56.061208 False [  146899.293420] 0003 0036 00000256
2022-04-02 14:22:56.061208 False [  146899.305070] 0003 0035 00000213
2022-04-02 14:22:56.061208 False [  146899.305070] 0003 0036 00000257
2022-04-02 14:22:56.068142 False [  146899.314695] 0003 0035 00000214
2022-04-02 14:22:56.068142 False [  146899.314695] 0003 0036 00000259
2022-04-02 14:22:56.068142 False [  146899.326431] 0003 0035 00000215
2022-04-02 14:22:56.068142 False [  146899.326431] 0003 0036 0000025a
2022-04-02 14:22:56.068142 False [  146899.338041] 0003 0035 00000217
2022-04-02 14:22:56.068142 False [  146899.338041] 0003 0036 0000025b
2022-04-02 14:22:56.068142 False [  146899.350248] 0003 0036 0000025c
2022-04-02 14:22:56.068142 False [  146899.360692] 0003 0035 0000021a
2022-04-02 14:22:56.068142 False [  146899.360692] 0003 0036 0000025e
2022-04-02 14:22:56.147700 False [  146899.380672] 0003 0035 0000021d
2022-04-02 14:22:56.147700 False [  146899.380672] 0003 0036 00000260
2022-04-02 14:22:56.147700 False [  146899.390957] 0003 0035 0000021e
2022-04-02 14:22:56.189276 False [  146899.396678] 0003 0036 00000261
2022-04-02 14:22:56.189276 False [  146899.410031] 0003 0035 0000021f
2022-04-02 14:22:56.189276 False [  146899.410031] 0003 0036 00000262
2022-04-02 14:22:56.189276 False [  146899.417571] 0003 0035 00000222
2022-04-02 14:22:56.189276 False [  146899.417571] 0003 0036 00000263
2022-04-02 14:22:56.189276 False [  146899.426917] 0003 0035 00000223
2022-04-02 14:22:56.189276 False [  146899.426917] 0003 0036 00000264
2022-04-02 14:22:56.189276 False [  146899.438523] 0003 0035 00000225
2022-04-02 14:22:56.189276 False [  146899.451031] 0003 0035 00000229
2022-04-02 14:22:56.189276 False [  146899.451031] 0003 0036 00000267
2022-04-02 14:22:56.189276 False [  146899.460897] 0003 0036 00000268
2022-04-02 14:22:56.252884 False [  146899.472467] 0003 0035 0000022a
2022-04-02 14:22:56.252884 False [  146899.472467] 0003 0036 00000269
2022-04-02 14:22:56.252884 False [  146899.484499] 0003 0035 0000022d
2022-04-02 14:22:56.252884 False [  146899.484499] 0003 0036 0000026a
2022-04-02 14:22:56.336084 False [  146899.504754] 0003 0035 00000230
2022-04-02 14:22:56.336084 False [  146899.504754] 0003 0036 0000026c
2022-04-02 14:22:56.336084 False [  146899.515702] 0003 0036 0000026e
2022-04-02 14:22:56.336084 False [  146899.529558] 0003 0035 00000232
2022-04-02 14:22:56.336084 False [  146899.529558] 0003 0036 0000026f
2022-04-02 14:22:56.336084 False [  146899.541539] 0003 0035 00000234
2022-04-02 14:22:56.336084 False [  146899.541539] 0003 0036 00000271
2022-04-02 14:22:56.336084 False [  146899.553369] 0003 0035 00000235
2022-04-02 14:22:56.336084 False [  146899.553369] 0003 0036 00000273
2022-04-02 14:22:56.336084 False [  146899.564769] 0003 0035 00000236
2022-04-02 14:22:56.336084 False [  146899.564769] 0003 0036 00000275
2022-04-02 14:22:56.403688 False [  146899.578039] 0003 0035 00000238
2022-04-02 14:22:56.403688 False [  146899.578039] 0003 0036 00000278
2022-04-02 14:22:56.403688 False [  146899.588618] 0003 0035 0000023a
2022-04-02 14:22:56.403688 False [  146899.588618] 0003 0036 0000027a
2022-04-02 14:22:56.403688 False [  146899.596200] 0003 0035 0000023d
2022-04-02 14:22:56.403688 False [  146899.596200] 0003 0036 0000027f
2022-04-02 14:22:56.403688 False [  146899.609615] 0003 0035 0000023e
2022-04-02 14:22:56.403688 False [  146899.609615] 0003 0036 00000280
2022-04-02 14:22:56.403688 False [  146899.624168] 0003 0035 00000240
2022-04-02 14:22:56.403688 False [  146899.624168] 0003 0036 00000283
2022-04-02 14:22:56.403688 False [  146899.635921] 0003 0035 00000244
2022-04-02 14:22:56.403688 False [  146899.635921] 0003 0036 00000288
