X,Y,Region
0.27972027972027974,0.08795180722891566,00
0.27972027972027974,0.08795180722891566,00
0.2811188811188811,0.09036144578313253,00
0.2811188811188811,0.0927710843373494,00
0.28251748251748254,0.09397590361445783,00
0.28251748251748254,0.0963855421686747,00
0.28251748251748254,0.09759036144578313,00
0.28251748251748254,0.09879518072289156,00
0.28251748251748254,0.10120481927710843,00
0.2839160839160839,0.10361445783132543,00
0.2853146853146853,0.10481927710843374,00
0.2867132867132867,0.10843373493975904,00
0.2867132867132867,0.11204819277108434,00
0.2881118881118881,0.1144578313253012,00
0.2895104895104895,0.11686746987951807,00
0.2923076923076923,0.12048192771084337,00
0.2937062937062937,0.12289156626506025,00
0.2965034965034965,0.12650602409638553,00
0.29790209790209793,0.13012048192771083,00
0.2993006993006993,0.13373493975903614,00
0.3020979020979021,0.13734939759036144,00
0.3034965034965035,0.14216867469879518,00
0.3062937062937063,0.14578313253012035,00
0.3076923076923077,0.1493975903614458,00
0.3076923076923077,0.1530120481927711,00
0.3090909090909091,0.15542168674698795,00
0.3104895104895105,0.15903614457831325,00
0.3118881118881119,0.163855421686747,00
0.3132867132867133,0.1674698795180723,00
0.3146853146853147,0.16987951807228915,00
0.3146853146853147,0.17349397590361446,00
0.3146853146853147,0.1771084337349399,00
0.31608391608391606,0.17951807228915675,00
0.31608391608391606,0.1819277108433735,00
0.3174825174825175,0.18433734939759036,00
0.3174825174825175,0.18795180722891566,00
0.31888111888111886,0.19156626506024096,00
0.31888111888111886,0.19397590361445782,00
0.31888111888111886,0.19759036144578312,00
0.31888111888111886,0.20240963855421687,00
0.32167832167832167,0.20602409638554217,00
0.32167832167832167,0.20963855421686747,00
0.32167832167832167,0.21325301204819277,00
0.3230769230769231,0.21807228915662652,00
0.3230769230769231,0.22168674698795168,00
0.3230769230769231,0.2228915662650601,00
0.3230769230769231,0.22650602409638554,00
0.3230769230769231,0.2289156626506024,00
0.3230769230769231,0.23132530120481928,00
0.3230769230769231,0.23373493975903614,00
0.32447552447552447,0.23734939759036144,00
0.3258741258741259,0.2397590361445783,00
0.3258741258741259,0.2421686746987952,00
0.32727272727272727,0.24457831325301205,00
0.32867132867132864,0.24819277108433735,00
0.32867132867132864,0.25060240963855424,00
0.3300699300699301,0.25301204819277123,00
0.3300699300699301,0.25662650602409637,00
0.33146853146853145,0.25783132530120484,00
0.3328671328671329,0.26144578313253014,00
0.3328671328671329,0.26385542168674697,00
0.33426573426573425,0.26626506024096386,00
0.3356643356643357,0.26867469879518074,00
0.33706293706293705,0.27228915662650605,00
0.3384615384615385,0.27349397590361446,00
0.33986013986013985,0.27710843373493976,00
0.3412587412587413,0.28072289156626506,00
0.3412587412587413,0.28313253012048195,00
0.34405594405594403,0.2855421686746988,00
0.34545454545454546,0.2891566265060241,00
0.34545454545454546,0.2927710843373494,00
0.34685314685314683,0.29518072289156627,00
0.34825174825174826,0.297590361445783,00
0.34825174825174826,0.2999999999999999,00
0.34825174825174826,0.3024096385542167,00
0.34965034965034963,0.30481927710843376,00
0.35104895104895106,0.3072289156626506,00
0.35104895104895106,0.30843373493975906,00
0.35244755244755244,0.3096385542168675,00
0.35384615384615387,0.3132530120481928,00
0.35384615384615387,0.3156626506024096,00
0.35384615384615387,0.3168674698795181,00
0.35524475524475524,0.3192771084337349,00
0.35664335664335667,0.3216867469879518,00
0.35664335664335667,0.3228915662650602,00
0.35804195804195804,0.3240963855421688,00
0.35804195804195804,0.3265060240963857,00
0.3594405594405594,0.32891566265060257,00
0.3594405594405594,0.3313253012048194,00
0.3622377622377622,0.3325301204819277,00
0.3622377622377622,0.336144578313253,00
0.36363636363636365,0.3373493975903614,00
0.36363636363636365,0.3409638554216867,00
0.365034965034965,0.3421686746987952,00
0.36643356643356645,0.344578313253012,00
0.3678321678321678,0.3469879518072289,00
0.3678321678321678,0.3506024096385542,00
0.36923076923076925,0.35180722891566263,00
0.36923076923076925,0.35542168674698793,00
0.3706293706293706,0.3566265060240964,00
0.3706293706293706,0.3602409638554217,00
0.3706293706293706,0.363855421686747,00
0.37202797202797205,0.36626506024096384,00
0.37202797202797205,0.36987951807228914,00
0.37202797202797205,0.3722891566265059,00
0.3734265734265734,0.37469879518072274,00
